0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.125575 0.125821 0.129382 0.123394 0.127122 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.129298 0.127544 0.130002 0.127065 0.127557 0.125604 0.126073 0.131456 0.127651 0.128897 0.125109 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.130801 0.126932 0.127848 0.123165 0.130720 0.134788 0.123998 0.129002 0.126416 0.126523 0.135722 0.130793 0.137392 0.133155 0.130525 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.127556 0.131425 0.132595 0.134084 0.125510 0.122157 0.123858 0.135868 0.122943 0.130405 0.133568 0.126735 0.126903 0.129970 0.124706 0.126963 0.120697 0.128546 0.125170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.128452 0.125191 0.122397 0.127771 0.130143 0.129170 0.131289 0.133577 0.135236 0.126409 0.126014 0.128590 0.124253 0.129482 0.000000 0.125002 0.123495 0.122305 0.133886 0.130339 0.125901 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.126242 0.138363 0.128867 0.126888 0.129213 0.130570 0.125467 0.127103 0.122470 0.127123 0.123272 0.128315 0.124648 0.133135 0.125113 0.119927 0.124696 0.126689 0.121786 0.133816 0.127368 0.127833 0.120578 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.119145 0.130966 0.132643 0.129458 0.127179 0.133542 0.129312 0.130226 0.125272 0.128974 0.126617 0.126289 0.128348 0.127316 0.121760 0.126862 0.123664 0.134761 0.124656 0.129112 0.128591 0.126866 0.136003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.130060 0.126592 0.127995 0.124119 0.126210 0.125668 0.127011 0.129541 0.130399 0.131782 0.127176 0.133267 0.130523 0.128250 0.121289 0.131135 0.132374 0.128909 0.128896 0.127883 0.131482 0.127192 0.132165 0.121217 0.124409 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.126084 0.131527 0.129487 0.125438 0.123002 0.135388 0.128506 0.128119 0.139722 0.125537 0.127337 0.132853 0.130593 0.128528 0.134705 0.129149 0.126541 0.132848 0.136454 0.126152 0.000000 0.131076 0.131042 0.137361 0.124117 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.130118 0.125933 0.128405 0.128802 0.121774 0.127056 0.139233 0.122536 0.131551 0.130783 0.128057 0.127159 0.124669 0.128061 0.132177 0.122285 0.125170 0.126685 0.121292 0.125439 0.125451 0.125197 0.125419 0.118665 0.125601 0.126700 0.131988 0.000000 0.000000 0.000000 0.000000 
0.000000 0.131728 0.134603 0.149179 0.128047 0.120891 0.128161 0.125870 0.130655 0.133747 0.128896 0.130403 0.123808 0.125652 0.129916 0.129126 0.123106 0.125928 0.000000 0.128065 0.131682 0.132494 0.129329 0.123579 0.125620 0.123811 0.124877 0.131500 0.000000 0.000000 0.000000 0.000000 
