#RunNumber = 80357 - EBeam = 292 - SqrtS = 17.275
#period,qx,err_qx,qy,err_qy,x,err_x,y,err_y,sigmax,err_sigmax
0,703.263,9.99669,247.779,1.27956,0.905288,0.00306726,-4.96976,0.000578009,0.288675,0
1,714.844,10.1654,257.215,1.26493,0.904602,0.00307118,-4.96999,0.00055277,0.288675,0
2,689.754,9.84862,246.944,1.31829,0.908269,0.00312592,-4.97086,0.000645561,0.288675,0
3,706.752,10.0234,253.571,1.21279,0.904139,0.00305595,-4.96921,0.000606478,0.288675,0
4,695.54,9.8518,245.608,1.18251,0.903878,0.00313872,-4.97123,0.000543401,0.288675,0
5,703.739,9.94548,248.468,1.16974,0.907364,0.00302527,-4.96946,0.000527655,0.288675,0
6,680.736,9.88086,236.726,1.68787,0.90589,0.00312495,-4.97095,0.000688726,0.288675,0
7,656.603,9.78209,226.753,1.79755,0.909709,0.00318286,-4.97291,0.000661878,0.288675,0
8,685.432,9.76805,240.55,1.31742,0.905247,0.0032147,-4.97116,0.000564076,0.288675,0
