#RunNumber = 80649 - EBeam = 277.75 - SqrtS = 16.8482
#period,qx,err_qx,qy,err_qy,x,err_x,y,err_y,sigmax,err_sigmax
0,583.188,7.52731,156.109,1.01567,0.837959,0.00599768,-5.05501,0.00336873,0.551918,0
1,664.109,8.27005,187.902,1.2035,0.849942,0.00568344,-5.03827,0.00307998,0.546794,0
2,647.747,7.87777,178.493,1.03561,0.84419,0.00564561,-5.0215,0.00318343,0.54708,0
3,417.827,17.0422,120.723,5.08048,0.842122,0.0158238,-5.05896,0.0105633,0.545215,0
4,708.074,8.37896,210.235,0.772192,0.858679,0.00545771,-4.97993,0.00232975,0.5467,0
5,703.343,8.35163,210.745,0.73567,0.862584,0.00544175,-4.95794,0.0021002,0.543212,0
6,679.238,8.02986,199.554,0.700107,0.88134,0.00534142,-4.9584,0.0021227,0.544115,0
7,668.567,10.6854,198.398,2.39462,0.900799,0.00656106,-4.96051,0.00464941,0.545672,0
