#RunNumber = 80472 - EBeam = 271 - SqrtS = 16.6422
#period,qx,err_qx,qy,err_qy,x,err_x,y,err_y,sigmax,err_sigmax
0,721.119,8.0769,258.042,0.898001,0.969343,0.00655969,-5.26044,0.00175693,0.673661,0
1,685.82,12.4361,245.989,4.04534,0.967524,0.00940694,-5.26209,0.00649499,0.673542,0
2,695.598,7.8936,246.034,1.02044,0.968831,0.00661115,-5.27287,0.00198054,0.672008,0
3,711.441,8.01516,250.922,0.829295,0.967312,0.00659948,-5.27113,0.00168544,0.673784,0
4,726.332,8.22484,254.986,0.90407,0.972002,0.00664753,-5.26772,0.00174622,0.676889,0
5,711.927,8.016,253.373,0.900794,0.969813,0.00660417,-5.26707,0.00183627,0.673341,0
6,731.669,8.2376,259.665,0.941203,0.970417,0.00658195,-5.26215,0.00169371,0.676208,0
7,738.465,8.32998,263.787,0.867719,0.974456,0.00661821,-5.25592,0.00166947,0.674243,0
8,725.41,8.18813,259.469,0.873255,0.972964,0.00662001,-5.26007,0.00171526,0.673927,0
