RunNumber = 80357 - EBeam = 292 - SqrtS = 17.275
UnixTime,q_LG,err_q_LG,qX_Target,err_qX_Target,qY_Target,err_qY_Target,Fitted_qX_Target,err_Fitted_qX_Target,Fitted_qY_Target,err_Fitted_qY_Target,Ratio_qX_Target_LG,err_Ratio_qX_Target_LG,Ratio_qY_Target_LG,err_Ratio_qY_Target_LG,Ratio_Fitted_qX_Target_LG,err_Ratio_Fitted_qX_Target_LG,Ratio_Fitted_qY_Target_LG,err_Ratio_Fitted_qY_Target_LG,Ratio_qX_Target_LG_EnCorr,err_Ratio_qX_Target_LG_EnCorr,Ratio_qY_Target_LG_EnCorr,err_Ratio_qY_Target_LG_EnCorr,Ratio_Fitted_qX_Target_LG_EnCorr,err_Ratio_Fitted_qX_Target_LG_EnCorr,Ratio_Fitted_qY_Target_LG_EnCorr,err_Ratio_Fitted_qY_Target_LG_EnCorr,X_tar,err_X_Tar,Y_tar,err_Y_Tar,Fitted_X_tar,err_Fitted_X_Tar,Fitted_Y_tar,err_Fitted_Y_Tar,sigmaX_Tar,err_sigmaX_Tar
1750262136,705.0715,3.0016,703.2627,9.9967,247.7790,1.2796,912.8464,55.8641,274.7232,3.0889,0.9974,0.0148,0.3514,0.0024,1.2947,0.0049,0.3896,0.0047,0.9757,0.0145,0.3438,0.0023,1.2665,0.0048,0.3812,0.0046,7.0947,0.0031,4.0302,0.0006,0.6383,0.0268,11.2008,0.0238,0.2887,0.0000
1750262340,718.3799,2.9273,714.8442,10.1654,257.2154,1.2649,928.0418,56.8594,285.4205,3.1305,0.9951,0.0147,0.3580,0.0023,1.2919,0.0049,0.3973,0.0046,0.9734,0.0144,0.3503,0.0022,1.2637,0.0048,0.3887,0.0045,7.0954,0.0031,4.0300,0.0006,0.6388,0.0270,11.2033,0.0227,0.2887,0.0000
1750262612,696.5818,2.8270,689.7542,9.8486,246.9442,1.3183,894.9528,56.5766,273.4693,3.4370,0.9902,0.0147,0.3545,0.0024,1.2848,0.0051,0.3926,0.0052,0.9686,0.0144,0.3468,0.0023,1.2568,0.0050,0.3840,0.0051,7.0917,0.0031,4.0291,0.0006,0.6389,0.0278,11.2006,0.0271,0.2887,0.0000
1750262928,713.8701,2.8035,706.7518,10.0234,253.5708,1.2128,918.5655,56.6930,281.4645,3.2300,0.9900,0.0146,0.3552,0.0022,1.2867,0.0049,0.3943,0.0048,0.9685,0.0143,0.3475,0.0022,1.2587,0.0048,0.3857,0.0047,7.0959,0.0031,4.0308,0.0006,0.6389,0.0272,11.2022,0.0244,0.2887,0.0000
1750263137,699.8010,2.4935,695.5399,9.8518,245.6079,1.1825,904.5662,57.0927,271.5953,2.8873,0.9939,0.0145,0.3510,0.0021,1.2926,0.0052,0.3881,0.0044,0.9723,0.0142,0.3433,0.0021,1.2645,0.0050,0.3797,0.0043,7.0961,0.0031,4.0288,0.0005,0.6383,0.0277,11.1980,0.0233,0.2887,0.0000
1750263345,708.7052,2.7510,703.7392,9.9455,248.4682,1.1697,911.9735,55.2985,275.5534,2.8094,0.9930,0.0146,0.3506,0.0021,1.2868,0.0047,0.3888,0.0042,0.9714,0.0142,0.3430,0.0021,1.2588,0.0046,0.3803,0.0041,7.0926,0.0030,4.0305,0.0005,0.6385,0.0266,11.2007,0.0216,0.2887,0.0000
1750263582,682.7494,3.9369,680.7365,9.8809,236.7256,1.6879,883.4844,54.7487,261.9603,3.6516,0.9971,0.0156,0.3467,0.0032,1.2940,0.0050,0.3837,0.0058,0.9753,0.0152,0.3392,0.0031,1.2658,0.0049,0.3753,0.0057,7.0941,0.0031,4.0290,0.0007,0.6370,0.0267,11.1991,0.0292,0.2887,0.0000
1750263786,657.2050,4.3134,656.6031,9.7821,226.7528,1.7975,851.4263,54.1337,249.9804,3.4893,0.9991,0.0163,0.3450,0.0036,1.2955,0.0053,0.3804,0.0059,0.9773,0.0159,0.3375,0.0035,1.2673,0.0052,0.3721,0.0057,7.0903,0.0032,4.0271,0.0007,0.6370,0.0273,11.1949,0.0295,0.2887,0.0000
1750264041,690.2720,2.5802,685.4319,9.7680,240.5500,1.3174,890.3919,57.7618,266.0810,3.0016,0.9930,0.0146,0.3485,0.0023,1.2899,0.0054,0.3855,0.0046,0.9714,0.0143,0.3409,0.0023,1.2618,0.0053,0.3771,0.0045,7.0948,0.0032,4.0288,0.0006,0.6381,0.0284,11.1986,0.0241,0.2887,0.0000
