298.7	1.33283e+10
298.0	1.31843e+10
297.2	1.40075e+10
296.5	1.30809e+10
295.7	1.41706e+10
295.0	1.25535e+10
294.2	1.38294e+10
293.5	1.18043e+10
292.7	1.30864e+10
292.0	1.24642e+10
291.2	1.3186e+10
290.5	1.02603e+10
289.7	1.27659e+10
289.0	1.68234e+10
288.2	1.88999e+10
287.5	1.30163e+10
286.7	1.30194e+10
286.0	1.50251e+10
285.2	8.92379e+09
284.5	1.18856e+10
283.7	1.34132e+10
283.0	1.29927e+10
282.2	1.20397e+10
281.5	1.29355e+10
280.7	1.38487e+10
280.0	1.34668e+10
279.2	1.15382e+10
278.5	1.35477e+10
277.7	1.13134e+10
277.0	1.36292e+10
276.2	1.26677e+10
275.5	1.34978e+10
274.7	1.3687e+10
274.0	1.28726e+10
273.2	1.26076e+10
272.5	1.36634e+10
271.7	1.17409e+10
271.0	1.31686e+10
270.2	1.25864e+10
269.5	1.41434e+10
268.7	1.20342e+10
268.0	1.43653e+10
267.2	1.1384e+10
266.5	1.42589e+10
265.0	1.37044e+10
263.5	1.50656e+10
262.0	1.81601e+10
