0	 	0.94698
1	 	0.965398
2	 	1.20352
3	 	0.939926
4	 	1.00252
5	 	1.05411
6	 	0.940186
7	 	1.32799
8	 	0.962568
9	 	0.859045
10	 	1.25226
11	 	0.990938
12	 	1.17365
13	 	0.906463
14	 	1.07797
15	 	0.983801
16	 	1.0164
17	 	1.0349
18	 	0.79084
19	 	0.871116
20	 	0.968196
21	 	0.878746
22	 	0.823975
23	 	0.885144
24	 	0.850726
25	 	0.896866
26	 	1.07886
27	 	0.870117
28	 	1.07195
29	 	1.19996
30	 	0.943924
31	 	0.810951
32	 	1.16506
33	 	0.840275
34	 	0.945908
35	 	0.932943
36	 	0.886534
37	 	1.0151
38	 	1.04877
39	 	1.02122
40	 	1.04395
41	 	1.02895
42	 	0.895935
43	 	0.82686
44	 	1.03959
45	 	0.980454
46	 	1.11339
47	 	1.0932
48	 	0.992249
49	 	1.02345
50	 	1.06743
51	 	0.743739
52	 	0.888994
53	 	1.0512
54	 	0.996188
55	 	0.796199
56	 	0.890106
57	 	0.92493
58	 	1.65156
59	 	0.943507
60	 	1.30966
61	 	0.773509
62	 	1.00581
63	 	0.922135
64	 	0.917624
65	 	0.906625
66	 	0.995602
67	 	0.893748
68	 	0.946767
69	 	0.941011
70	 	1.02484
71	 	1.0188
72	 	0.901143
73	 	0.835721
74	 	0.93252
75	 	0.830724
76	 	0.871018
77	 	0.786537
78	 	0.837301
79	 	1.19278
80	 	1.05494
81	 	1.19411
82	 	1.11754
83	 	1.11212
84	 	0.967201
85	 	0.967201
86	 	0.967201
87	 	0.967201
88	 	0.967201
89	 	0.967201
90	 	0.967201
91	 	0.967201
92	 	0.967201
93	 	0.967201
94	 	0.967201
95	 	0.967201
