0	 	0.982779
1	 	0.995488
2	 	1.08055
3	 	0.793112
4	 	0.804582
5	 	1.32554
6	 	0.852705
7	 	1.35621
8	 	1.03898
9	 	1.00841
10	 	0.969055
11	 	0.980023
12	 	1.31841
13	 	0.778136
14	 	1.91629
15	 	1.30761
16	 	0.993277
17	 	1.28923
18	 	0.959992
19	 	0.910808
20	 	1.40904
21	 	1.0836
22	 	2.17289
23	 	1.0157
24	 	0.906714
25	 	1.10057
26	 	0.934583
27	 	0.945891
28	 	0.934299
29	 	0.988197
30	 	0.930853
31	 	0.809005
32	 	0.901265
33	 	0.875398
34	 	0.91213
35	 	1.18699
36	 	1.12475
37	 	1.10237
38	 	1.05321
39	 	0.898822
40	 	1.04196
41	 	1.15803
42	 	0.928792
43	 	1.25653
44	 	1.22386
45	 	1.17222
46	 	1.66337
47	 	1.00536
48	 	0.982499
49	 	0.937364
50	 	0.944005
51	 	1.41909
52	 	1.74422
53	 	1.33499
54	 	1.03392
55	 	1.0201
56	 	0.992407
57	 	0.976068
58	 	1.62405
59	 	1.00479
60	 	1.6021
61	 	1.50483
62	 	1.00689
63	 	0.727757
64	 	3.96835
65	 	0.987079
66	 	0.88097
67	 	1.12988
68	 	1.57689
69	 	0.829211
70	 	1.13953
71	 	0.793344
72	 	0.921081
73	 	0.968538
74	 	1.0141
75	 	0.958137
76	 	1.04586
77	 	0.857888
78	 	0.895804
79	 	1.2148
80	 	1
81	 	1
82	 	1
83	 	1
84	 	1
85	 	1
86	 	1
87	 	1
88	 	1
89	 	1
90	 	1
91	 	1
92	 	1
93	 	1
94	 	1
95	 	1

