0	 39.815943
1	 39.741668
2	 40.0056915
3	 39.998239
4	 39.910826
5	 42.103284
6	 42.183914
7	 42.283804
8	 42.247380
9	 42.127884
10	 42.520957
11	 42.611348
12	 42.370419
13	 42.379331
14	 42.541509
15	 42.604503
16	 42.342282
17	 42.319263
18	 42.633682
19	 42.428726
20	 42.394504
21	 42.186876
22	 42.313951
23	 42.537322
24	 42.512878
25	 42.332085
26	 42.493889
27	 42.689779
28	 42.556729
29	 42.516648
30	 42.505646
31	 42.544033
32	 42.401379
33	 42.379903
34	 42.680627
35	 42.500516
36	 42.000818
37	 42.399425
38	 42.486720
39	 42.498553
40	 42.324297
41	 42.230548
42	 42.477100
43	 42.604390
44	 42.379047
45	 42.365893
46	 42.884562
47	 43.121920
48	 39.763999
49	 39.855322
50	 40.094321
51	 40.017549
52	 39.808740
53	 39.883138
54	 39.877237
55	 40.067838
56	 39.779709
57	 39.826122
58	 40.053293
59	 39.927473
60	 39.861128
61	 39.911666
62	 40.064611
63	 40.102640
64	 39.594062
65	 39.705577
66	 39.981060
67	 39.859490
68	 39.742498
69	 39.868403
70	 39.845057
71	 39.972684
72	 39.992295
73	 39.738745
74	 39.788163
75	 39.853616
76	 39.625895
77	 39.626586
78	 39.686472
79	 39.560914
80	 39.385894
81	 39.285565
82	 39.814462
83	 39.327550
84	 39.386270
85	 39.103682
86	 39.068841
87	 39.075710
88	 38.971075
89	 37.942386
