 1599748838   211   32.16    106    32.05 
 1599748874   211   32.18    106    32.05 
 1599760359   211   36.05    106    35.97 
 1599760740   211   36.04    106    36.04 
 1599760929   211   36.06    106    36.07 
 1599761119   211   36.08    106    36.09 
 1599761309   211   36.10    106    36.11 
 1599761499   211   36.11    106    36.12 
 1599761689   211   36.12    106    36.14 
 1599761879   211   36.13    106    36.15 
 1599762069   211   36.13    106    36.16 
 1599762259   211   36.14    106    36.17 
 1599762448   211   36.15    106    36.18 
 1599762638   211   36.15    106    36.19 
 1599762828   211   36.16    106    36.20 
 1599763018   211   36.16    106    36.20 
 1599763208   211   36.16    106    36.21 
 1599763398   211   36.17    106    36.22 
 1599763588   211   36.17    106    36.23 
 1599763778   211   36.17    106    36.23 
 1599763967   211   36.18    106    36.24 
 1599764158   211   36.18    106    36.24 
 1599764347   211   36.19    106    36.25 
 1599764537   211   36.19    106    36.26 
 1599764727   211   36.20    106    36.26 
 1599765109   211   36.28    106    36.28 
 1599765489   211   36.22    106    36.29 
 1599765678   211   36.23    106    36.30 
 1599765868   211   36.23    106    36.31 
 1599766058   211   36.24    106    36.32 
 1599766248   211   36.25    106    36.33 
 1599766438   211   36.25    106    36.33 
 1599766628   211   36.26    106    36.34 
 1599766818   211   36.27    106    36.35 
 1599767008   211   36.28    106    36.36 
 1599767197   211   36.29    106    36.37 
 1599767387   211   36.29    106    36.38 
 1599767577   211   36.30    106    36.39 
 1599767767   211   36.31    106    36.40 
 1599767957   211   36.32    106    36.41 
 1599768147   211   36.33    106    36.42 
 1599768337   211   36.34    106    36.42 
 1599768526   211   36.34    106    36.43 
 1599768716   211   36.35    106    36.45 
 1599768906   211   36.36    106    36.45 
 1599769096   211   36.37    106    36.47 
 1599769286   211   36.38    106    36.48 
 1599769476   211   36.39    106    36.49 
 1599769855   211   36.41    106    36.51 
 1599770045   211   36.42    106    36.52 
 1599770425   211   36.45    106    36.54 
 1599770616   211   36.45    106    36.55 
 1599770806   211   36.46    106    36.56 
 1599770995   211   36.48    106    36.57 
 1599771185   211   36.48    106    36.58 
 1599771376   211   36.50    106    36.59 
 1599771566   211   36.51    106    36.60 
 1599771755   211   36.52    106    36.62 
 1599771945   211   36.53    106    36.63 
 1599772135   211   36.54    106    36.64 
 1599772325   211   36.55    106    36.65 
 1599772515   211   36.56    106    36.66 
 1599772705   211   36.57    106    36.67 
 1599772895   211   36.58    106    36.68 
 1599773085   211   36.59    106    36.69 
 1599773274   211   36.61    106    36.71 
 1599773464   211   36.62    106    36.72 
 1599773654   211   36.63    106    36.73 
 1599773844   211   36.64    106    36.74 
 1599774034   211   36.65    106    36.75 
 1599774224   211   36.66    106    36.76 
 1599774414   211   36.67    106    36.77 
 1599774794   211   36.69    106    36.79 
 1599774983   211   36.71    106    36.80 
 1599775363   211   36.73    106    36.83 
 1599775553   211   36.74    106    36.84 
 1599775743   211   36.75    106    36.85 
 1599775933   211   36.76    106    36.86 
 1599776123   211   36.77    106    36.87 
 1599776313   211   36.78    106    36.88 
 1599776502   211   36.79    106    36.89 
 1599776692   211   36.80    106    36.90 
 1599776882   211   36.81    106    36.91 
 1599777072   211   36.82    106    36.92 
 1599777262   211   36.83    106    36.93 
 1599777452   211   36.84    106    36.94 
 1599777642   211   36.85    106    36.95 
 1599777831   211   36.86    106    36.96 
 1599778021   211   36.87    106    36.97 
 1599778211   211   36.88    106    36.98 
 1599778401   211   36.89    106    36.98 
 1599778591   211   36.90    106    36.99 
 1599778781   211   36.91    106    37.00 
 1599778971   211   36.92    106    37.01 
 1599779160   211   36.93    106    37.02 
 1599779352   211   37.02    106    37.03 
 1599779542   211   36.94    106    37.04 
 1599779732   211   36.95    106    37.05 
 1599780112   211   36.97    106    37.06 
 1599780303   211   36.98    106    37.07 
 1599780493   211   36.99    106    37.08 
 1599780683   211   37.00    106    37.09 
 1599780872   211   37.00    106    37.09 
 1599781062   211   37.01    106    37.10 
 1599781252   211   37.02    106    37.11 
 1599781442   211   37.03    106    37.12 
 1599781632   211   37.04    106    37.13 
 1599781822   211   37.05    106    37.13 
 1599782012   211   37.05    106    37.14 
 1599782202   211   37.06    106    37.15 
 1599782391   211   37.07    106    37.16 
 1599782581   211   37.08    106    37.16 
 1599782771   211   37.09    106    37.17 
 1599782961   211   37.09    106    37.18 
 1599783151   211   37.10    106    37.19 
 1599783341   211   37.11    106    37.19 
 1599783530   211   37.12    106    37.20 
 1599783720   211   37.12    106    37.21 
 1599783910   211   37.13    106    37.22 
 1599784100   211   37.14    106    37.22 
 1599784290   211   37.14    106    37.23 
 1599784669   211   37.16    106    37.24 
 1599784859   211   37.17    106    37.25 
 1599785239   211   37.18    106    37.26 
 1599785429   211   37.19    106    37.27 
 1599785619   211   37.19    106    37.27 
 1599785809   211   37.20    106    37.28 
 1599785998   211   37.20    106    37.28 
 1599786188   211   37.21    106    37.29 
 1599786378   211   37.22    106    37.29 
 1599786568   211   37.22    106    37.30 
 1599786758   211   37.23    106    37.30 
 1599786948   211   37.23    106    37.31 
 1599787138   211   37.24    106    37.31 
 1599787327   211   37.24    106    37.32 
 1599787517   211   37.25    106    37.33 
 1599787707   211   37.26    106    37.33 
 1599787897   211   37.26    106    37.33 
 1599788087   211   37.27    106    37.34 
 1599788277   211   37.27    106    37.34 
 1599788467   211   37.27    106    37.35 
 1599788657   211   37.28    106    37.35 
 1599788847   211   37.28    106    37.36 
 1599789036   211   37.29    106    37.36 
 1599789226   211   37.29    106    37.36 
