# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 3.789521e+05 8.316938e-02 7.110977e+05 1.560660e-01 1.419749e+04 3.115951e-03 6.631662e+05 1.455464e-01 4.455776e+05 9.779180e-02 8.612108e+02 1.890116e-04 2.372378e+00 5.206704e-07 7.054043e+02 1.548165e-04 4.095042e+03 8.987470e-04 
 1 4.307538e+05 9.453839e-02 6.968342e+05 1.529356e-01 2.761189e+05 6.060036e-02 7.538192e+05 1.654422e-01 3.087885e+05 6.777043e-02 1.298269e+03 2.849337e-04 2.630401e+03 5.772993e-04 2.059037e+03 4.519009e-04 2.688034e+03 5.899482e-04 
 2 1.971849e+06 4.327655e-01 3.450951e+06 7.573870e-01 3.229523e+06 7.087897e-01 3.450735e+06 7.573396e-01 3.235287e+06 7.100548e-01 3.488119e+04 7.655443e-03 3.184777e+04 6.989693e-03 3.495990e+04 7.672718e-03 3.192489e+04 7.006619e-03 
 3 3.673108e+05 8.061444e-02 6.807959e+05 1.494156e-01 1.507032e+05 3.307512e-02 6.427940e+05 1.410753e-01 1.990102e+05 4.367717e-02 6.215047e+02 1.364029e-04 9.912953e+01 2.175615e-05 4.685529e+02 1.028342e-04 4.693199e+02 1.030026e-04 
 4 3.028503e+05 6.646715e-02 6.232030e+05 1.367756e-01 2.049183e+00 4.497383e-07 5.299880e+05 1.163175e-01 4.766181e+05 1.046043e-01 3.224417e+02 7.076692e-05 0.000000e+00 0.000000e+00 7.081663e+01 1.554227e-05 4.436689e+03 9.737288e-04 
 5 9.176688e+04 2.014026e-02 2.168636e+05 4.759548e-02 0.000000e+00 0.000000e+00 1.605920e+05 3.524545e-02 4.762255e+05 1.045182e-01 3.237146e+01 7.104628e-06 0.000000e+00 0.000000e+00 4.551981e+00 9.990324e-07 4.436689e+03 9.737288e-04 
 6 3.200789e+05 7.024836e-02 6.709450e+05 1.472536e-01 4.340903e+01 9.527066e-06 5.601381e+05 1.229346e-01 4.762255e+05 1.045182e-01 1.686571e+02 3.701550e-05 0.000000e+00 0.000000e+00 4.596800e+01 1.008869e-05 4.436689e+03 9.737288e-04 
 7 3.834699e+05 8.416089e-02 7.035421e+05 1.544078e-01 7.977598e+00 1.750859e-06 6.710723e+05 1.472816e-01 4.762255e+05 1.045182e-01 7.171501e+02 1.573944e-04 0.000000e+00 0.000000e+00 6.164480e+02 1.352931e-04 4.436689e+03 9.737288e-04 
 8 3.723384e+05 8.171785e-02 6.915043e+05 1.517658e-01 1.098224e+01 2.410293e-06 6.515923e+05 1.430062e-01 4.762255e+05 1.045182e-01 6.821438e+02 1.497114e-04 0.000000e+00 0.000000e+00 4.943085e+02 1.084869e-04 4.436689e+03 9.737288e-04 
 9 3.516415e+05 7.717546e-02 6.648281e+05 1.459111e-01 6.447325e+00 1.415007e-06 6.153726e+05 1.350571e-01 4.762255e+05 1.045182e-01 6.301407e+02 1.382982e-04 0.000000e+00 0.000000e+00 2.769473e+02 6.078218e-05 4.436689e+03 9.737288e-04 
10 3.433819e+05 7.536270e-02 6.590615e+05 1.446455e-01 8.398104e+00 1.843148e-06 6.009183e+05 1.318847e-01 4.762255e+05 1.045182e-01 5.807576e+02 1.274600e-04 0.000000e+00 0.000000e+00 2.178496e+02 4.781188e-05 4.436689e+03 9.737288e-04 
11 2.080232e+05 4.565526e-02 4.665663e+05 1.023982e-01 2.275109e+01 4.993227e-06 3.640405e+05 7.989670e-02 4.762255e+05 1.045182e-01 2.773671e+02 6.087431e-05 0.000000e+00 0.000000e+00 9.035001e+01 1.982930e-05 4.436689e+03 9.737288e-04 
12 3.425971e+05 7.519045e-02 6.569578e+05 1.441838e-01 1.287442e+05 2.825574e-02 5.995448e+05 1.315833e-01 1.615927e+05 3.546507e-02 6.415711e+02 1.408069e-04 8.082398e+01 1.773860e-05 2.728227e+02 5.987693e-05 4.205916e+02 9.230807e-05 
13 6.811269e+05 1.494883e-01 9.791097e+05 2.148871e-01 8.495976e+05 1.864629e-01 1.191972e+06 2.616045e-01 9.094257e+05 1.995935e-01 9.072110e+03 1.991074e-03 1.297632e+03 2.847939e-04 9.189113e+03 2.016753e-03 1.671069e+03 3.667527e-04 
14 1.367062e+06 3.000319e-01 2.362582e+06 5.185206e-01 2.234406e+06 4.903894e-01 2.392359e+06 5.250557e-01 2.245607e+06 4.928478e-01 2.379660e+04 5.222686e-03 2.197963e+04 4.823913e-03 2.394344e+04 5.254913e-03 2.214376e+04 4.859934e-03 
15 6.013408e+05 1.319775e-01 9.833140e+05 2.158099e-01 5.553645e+05 1.218869e-01 1.052346e+06 2.309605e-01 7.242416e+05 1.589507e-01 5.270852e+03 1.156804e-03 5.126666e+03 1.125160e-03 6.372095e+03 1.398496e-03 6.554143e+03 1.438451e-03 
16 1.832057e+05 4.020852e-02 5.005554e+05 1.098579e-01 1.962682e+05 4.307537e-02 3.206100e+05 7.036491e-02 2.193347e+05 4.813781e-02 4.181184e+00 9.176526e-07 1.708943e+01 3.750652e-06 0.000000e+00 0.000000e+00 1.691538e+02 3.712452e-05 
17 1.412830e+05 3.100766e-02 5.423840e+05 1.190381e-01 1.710215e+05 3.753443e-02 2.472452e+05 5.426340e-02 1.226827e+05 2.692542e-02 5.689374e+01 1.248658e-05 1.666370e+01 3.657215e-06 0.000000e+00 0.000000e+00 4.354703e+02 9.557353e-05 
18 1.443614e+05 3.168328e-02 5.534645e+05 1.214700e-01 1.136327e+02 2.493919e-05 2.526325e+05 5.544575e-02 1.349733e+05 2.962287e-02 9.236955e+01 2.027253e-05 2.309522e-01 5.068755e-08 0.000000e+00 0.000000e+00 1.328884e+03 2.916528e-04 
19 4.740511e+04 1.040409e-02 1.196245e+05 2.625422e-02 2.864982e+01 6.287834e-06 8.295895e+04 1.820716e-02 1.349921e+05 2.962697e-02 8.057360e+00 1.768365e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.328857e+03 2.916469e-04 
20 5.393736e+04 1.183774e-02 1.236778e+05 2.714381e-02 3.365820e+01 7.387031e-06 9.439038e+04 2.071604e-02 1.349935e+05 2.962730e-02 1.019039e+01 2.236506e-06 0.000000e+00 0.000000e+00 1.134896e-02 2.490778e-09 1.328857e+03 2.916469e-04 
21 1.692002e+05 3.713469e-02 6.030084e+05 1.323434e-01 2.625845e+04 5.762993e-03 2.961003e+05 6.498571e-02 1.401820e+05 3.076603e-02 1.789799e+02 3.928108e-05 3.993060e+00 8.763647e-07 0.000000e+00 0.000000e+00 1.157238e+03 2.539814e-04 
22 5.231831e+04 1.148240e-02 1.266097e+05 2.778729e-02 3.357323e+05 7.368383e-02 9.155705e+04 2.009421e-02 4.551782e+05 9.989887e-02 1.074477e+01 2.358176e-06 2.352976e+02 5.164124e-05 0.000000e+00 0.000000e+00 5.393543e+02 1.183732e-04 
23 8.391906e+05 1.841788e-01 1.462454e+06 3.209676e-01 1.644111e+06 3.608363e-01 1.468584e+06 3.223129e-01 1.621777e+06 3.559345e-01 1.347110e+04 2.956529e-03 9.588717e+03 2.104455e-03 1.246189e+04 2.735036e-03 9.418051e+03 2.066998e-03 
24 5.909692e+05 1.297012e-01 1.000160e+06 2.195071e-01 1.111488e+06 2.439405e-01 1.034196e+06 2.269771e-01 1.122314e+06 2.463164e-01 7.353713e+03 1.613934e-03 6.465904e+03 1.419085e-03 6.767201e+03 1.485211e-03 6.501373e+03 1.426869e-03 
25 1.385115e+05 3.039940e-02 4.260176e+05 9.349893e-02 1.089750e+05 2.391696e-02 2.423951e+05 5.319894e-02 2.080849e+05 4.566881e-02 1.761564e+02 3.866139e-05 1.986151e+01 4.359045e-06 0.000000e+00 0.000000e+00 9.672751e+02 2.122898e-04 
26 1.667477e+05 3.659644e-02 5.482736e+05 1.203307e-01 2.944276e+04 6.461862e-03 2.918085e+05 6.404378e-02 1.378384e+05 3.025166e-02 2.407034e+02 5.282765e-05 3.360414e+00 7.375167e-07 0.000000e+00 0.000000e+00 1.197889e+03 2.629031e-04 
27 1.531818e+05 3.361912e-02 6.249562e+05 1.371604e-01 7.511404e+03 1.648543e-03 2.680682e+05 5.883346e-02 1.317177e+05 2.890834e-02 1.784729e+02 3.916981e-05 5.370723e-01 1.178723e-07 0.000000e+00 0.000000e+00 1.316161e+03 2.888605e-04 
28 4.576323e+04 1.004375e-02 1.288771e+05 2.828491e-02 2.504450e+03 5.496567e-04 8.008565e+04 1.757656e-02 1.321249e+05 2.899771e-02 1.376928e+01 3.021971e-06 7.256124e-02 1.592516e-08 0.000000e+00 0.000000e+00 1.316297e+03 2.888903e-04 
29 4.667608e+04 1.024409e-02 1.309593e+05 2.874190e-02 3.838367e+04 8.424141e-03 8.168315e+04 1.792716e-02 1.597803e+05 3.506730e-02 1.436637e+01 3.153016e-06 4.689762e+00 1.029271e-06 0.000000e+00 0.000000e+00 1.200873e+03 2.635579e-04 
30 2.279119e+05 5.002027e-02 5.679032e+05 1.246388e-01 2.402656e+05 5.273157e-02 3.988458e+05 8.753548e-02 2.667830e+05 5.855140e-02 3.828432e+01 8.402335e-06 3.490129e+01 7.659856e-06 0.000000e+00 0.000000e+00 2.667244e+02 5.853853e-05 
31 6.125501e+05 1.344376e-01 1.096761e+06 2.407084e-01 1.404912e+06 3.083389e-01 1.071963e+06 2.352658e-01 1.422599e+06 3.122205e-01 0.000000e+00 0.000000e+00 8.237709e+03 1.807946e-03 0.000000e+00 0.000000e+00 8.255946e+03 1.811949e-03 
