# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
10 3.777051e+05 7.249060e-02 6.990977e+05 1.341735e-01 1.595852e+05 3.062820e-02 6.609839e+05 1.268585e-01 1.811175e+05 3.476076e-02 1.104977e+03 2.120714e-04 6.105557e+02 1.171802e-04 7.176087e+02 1.377262e-04 6.957562e+02 1.335322e-04 
11 2.692480e+06 5.167509e-01 4.719451e+06 9.057750e-01 4.362719e+06 8.373096e-01 4.711839e+06 9.043141e-01 4.343980e+06 8.337131e-01 4.700225e+04 9.020851e-03 1.929655e+04 3.703467e-03 4.698438e+04 9.017422e-03 1.929472e+04 3.703117e-03 
12 3.882516e+05 7.451472e-02 6.989225e+05 1.341399e-01 1.987061e+05 3.813643e-02 6.794403e+05 1.304008e-01 2.180551e+05 4.184996e-02 1.209827e+03 2.321947e-04 8.263611e+02 1.585984e-04 1.062353e+03 2.038908e-04 9.279958e+02 1.781045e-04 
13 3.326589e+05 6.384516e-02 6.978564e+05 1.339353e-01 0.000000e+00 0.000000e+00 5.821531e+05 1.117290e-01 5.477988e+05 1.051356e-01 1.003436e+03 1.925832e-04 0.000000e+00 0.000000e+00 2.112921e+02 4.055198e-05 5.209339e+03 9.997961e-04 
14 3.507871e+05 6.732440e-02 7.212930e+05 1.384333e-01 5.102587e+03 9.793079e-04 6.138775e+05 1.178177e-01 5.323383e+05 1.021684e-01 1.269179e+03 2.435858e-04 1.024205e+00 1.965694e-07 4.423042e+02 8.488870e-05 5.051691e+03 9.695397e-04 
15 5.917757e+05 1.135758e-01 1.040000e+06 1.996008e-01 1.795428e+04 3.445853e-03 1.035607e+06 1.987577e-01 5.467574e+05 1.049358e-01 6.302955e+03 1.209687e-03 2.923121e+00 5.610164e-07 6.294711e+03 1.208105e-03 5.053959e+03 9.699751e-04 
16 2.004710e+05 3.847516e-02 5.262250e+05 1.009951e-01 2.323502e+05 4.459353e-02 3.508243e+05 6.733153e-02 2.615573e+05 5.019908e-02 4.108644e+00 7.885465e-07 2.165576e+01 4.156255e-06 0.000000e+00 0.000000e+00 5.182969e+01 9.947352e-06 
17 1.267401e+05 2.432444e-02 5.709667e+05 1.095821e-01 1.235280e+05 2.370796e-02 2.217951e+05 4.256776e-02 1.212606e+05 2.327280e-02 1.955821e+02 3.753686e-05 1.409761e+01 2.705666e-06 0.000000e+00 0.000000e+00 7.356163e+02 1.411823e-04 
18 1.301209e+05 2.497329e-02 5.814521e+05 1.115945e-01 2.811982e+01 5.396864e-06 2.277115e+05 4.370326e-02 1.210318e+05 2.322887e-02 3.058010e+02 5.869049e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.090006e+03 2.091982e-04 
19 4.742701e+04 9.102373e-03 1.264882e+05 2.427609e-02 0.000000e+00 0.000000e+00 8.299727e+04 1.592915e-02 1.210433e+05 2.323110e-02 2.185769e+01 4.195010e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.090006e+03 2.091982e-04 
20 5.263122e+04 1.010118e-02 1.274418e+05 2.445912e-02 0.000000e+00 0.000000e+00 9.210464e+04 1.767707e-02 1.210318e+05 2.322887e-02 1.351379e+01 2.593618e-06 0.000000e+00 0.000000e+00 1.454258e-01 2.791067e-08 1.090006e+03 2.091982e-04 
21 1.547629e+05 2.970269e-02 6.241051e+05 1.197806e-01 1.506471e+04 2.891277e-03 2.708352e+05 5.197971e-02 1.256060e+05 2.410678e-02 5.568965e+02 1.068817e-04 2.718514e+00 5.217475e-07 0.000000e+00 0.000000e+00 1.037388e+03 1.990994e-04 
22 5.072321e+04 9.734992e-03 1.301485e+05 2.497859e-02 4.198584e+05 8.058081e-02 8.876562e+04 1.703624e-02 5.151576e+05 9.887101e-02 1.721178e+01 3.303350e-06 8.789911e+02 1.686993e-04 0.000000e+00 0.000000e+00 1.052855e+03 2.020679e-04 
23 1.058620e+06 2.031744e-01 1.862944e+06 3.575434e-01 2.175199e+06 4.174724e-01 1.852585e+06 3.555552e-01 2.147128e+06 4.120850e-01 1.800936e+04 3.456425e-03 1.912292e+04 3.670144e-03 1.729928e+04 3.320144e-03 1.891757e+04 3.630732e-03 
24 8.283919e+05 1.589881e-01 1.412033e+06 2.710028e-01 1.715227e+06 3.291928e-01 1.449686e+06 2.782292e-01 1.726004e+06 3.312613e-01 1.299521e+04 2.494091e-03 1.511047e+04 2.900058e-03 1.265351e+04 2.428511e-03 1.517341e+04 2.912138e-03 
25 1.274502e+05 2.446072e-02 4.288563e+05 8.230774e-02 2.009989e+05 3.857648e-02 2.230378e+05 4.280626e-02 2.416460e+05 4.637762e-02 3.759718e+02 7.215794e-05 4.436718e+01 8.515118e-06 0.000000e+00 0.000000e+00 3.886474e+02 7.459069e-05 
26 1.590567e+05 3.052677e-02 5.705753e+05 1.095070e-01 1.527797e+04 2.932206e-03 2.783493e+05 5.342186e-02 1.240425e+05 2.380672e-02 5.557606e+02 1.066637e-04 1.946890e+00 3.736546e-07 0.000000e+00 0.000000e+00 1.056357e+03 2.027400e-04 
27 1.354741e+05 2.600071e-02 6.520366e+05 1.251413e-01 2.263217e+03 4.343653e-04 2.370797e+05 4.550124e-02 1.200260e+05 2.303584e-02 6.022524e+02 1.155866e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.090006e+03 2.091982e-04 
28 4.464431e+04 8.568306e-03 1.345805e+05 2.582921e-02 2.008091e+02 3.854004e-05 7.812754e+04 1.499454e-02 1.195585e+05 2.294612e-02 2.889255e+01 5.545168e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.090006e+03 2.091982e-04 
29 4.560647e+04 8.752968e-03 1.364880e+05 2.619529e-02 1.532859e+04 2.941922e-03 7.981133e+04 1.531769e-02 1.297451e+05 2.490117e-02 3.130865e+01 6.008875e-06 1.635301e+00 3.138532e-07 0.000000e+00 0.000000e+00 1.037202e+03 1.990637e-04 
30 2.529427e+05 4.854572e-02 5.956452e+05 1.143185e-01 2.995992e+05 5.750021e-02 4.426496e+05 8.495500e-02 3.401066e+05 6.527454e-02 1.032767e+02 1.982126e-05 2.189860e+02 4.202862e-05 1.159648e+00 2.225641e-07 2.140175e+02 4.107505e-05 
31 1.085599e+06 2.083523e-01 1.937140e+06 3.717832e-01 2.279098e+06 4.374132e-01 1.899798e+06 3.646165e-01 2.282630e+06 4.380910e-01 0.000000e+00 0.000000e+00 2.015434e+04 3.868098e-03 0.000000e+00 0.000000e+00 2.007007e+04 3.851924e-03 
