# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
12 3.244974e+05 9.821500e-02 4.972555e+05 1.505034e-01 1.334507e+05 4.039126e-02 5.678704e+05 1.718763e-01 3.397874e+05 1.028428e-01 2.414142e+03 7.306837e-04 5.260317e+01 1.592130e-05 2.997962e+03 9.073876e-04 2.129960e+03 6.446711e-04 
13 2.647593e+05 8.013421e-02 5.118957e+05 1.549345e-01 4.294491e+04 1.299805e-02 4.633289e+05 1.402349e-01 2.572465e+05 7.786030e-02 2.629355e+03 7.958219e-04 2.315459e+01 7.008156e-06 1.049183e+03 3.175543e-04 2.138099e+03 6.471342e-04 
14 3.426313e+05 1.037036e-01 5.965861e+05 1.805676e-01 1.147684e+05 3.473675e-02 5.996047e+05 1.814812e-01 3.198345e+05 9.680369e-02 3.481297e+03 1.053678e-03 1.755079e+01 5.312064e-06 2.326175e+03 7.040589e-04 2.199365e+03 6.656775e-04 
15 7.812008e+05 2.364446e-01 1.124729e+06 3.404197e-01 4.292605e+05 1.299235e-01 1.367101e+06 4.137780e-01 7.291683e+05 2.206960e-01 7.603481e+03 2.301331e-03 5.393076e+01 1.632312e-05 8.668594e+03 2.623707e-03 2.244408e+03 6.793108e-04 
16 2.556834e+05 7.738721e-02 5.787398e+05 1.751661e-01 3.313288e+05 1.002827e-01 4.474459e+05 1.354276e-01 3.315308e+05 1.003438e-01 4.302979e-01 1.302374e-07 3.918158e+00 1.185901e-06 0.000000e+00 0.000000e+00 1.963687e+01 5.943454e-06 
17 1.579669e+05 4.781153e-02 5.193184e+05 1.571811e-01 4.903977e+04 1.484278e-02 2.764420e+05 8.367018e-02 1.459963e+05 4.418842e-02 5.530273e+01 1.673837e-05 7.036972e+00 2.129867e-06 0.000000e+00 0.000000e+00 1.235942e+03 3.740802e-04 
18 1.477027e+05 4.470489e-02 5.065813e+05 1.533260e-01 0.000000e+00 0.000000e+00 2.584797e+05 7.823356e-02 1.291460e+05 3.908839e-02 1.070057e+02 3.238723e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.496550e+03 4.529579e-04 
19 4.996617e+04 1.512317e-02 1.291191e+05 3.908024e-02 0.000000e+00 0.000000e+00 8.744079e+04 2.646554e-02 1.291460e+05 3.908839e-02 3.037275e+02 9.192863e-05 0.000000e+00 0.000000e+00 6.276782e+01 1.899782e-05 1.496550e+03 4.529579e-04 
20 5.477296e+04 1.657803e-02 1.198660e+05 3.627962e-02 0.000000e+00 0.000000e+00 9.585268e+04 2.901155e-02 1.291460e+05 3.908839e-02 3.932897e+02 1.190363e-04 0.000000e+00 0.000000e+00 1.302317e+02 3.941699e-05 1.496550e+03 4.529579e-04 
21 1.399356e+05 4.235405e-02 5.171602e+05 1.565279e-01 4.296915e+04 1.300539e-02 2.448873e+05 7.411958e-02 1.461665e+05 4.423992e-02 5.291692e+02 1.601627e-04 6.601110e+00 1.997945e-06 0.000000e+00 0.000000e+00 1.235066e+03 3.738151e-04 
22 5.074982e+04 1.536035e-02 1.164225e+05 3.523737e-02 2.034363e+05 6.157369e-02 8.881218e+04 2.688062e-02 3.335293e+05 1.009487e-01 3.205348e+02 9.701565e-05 6.470864e+02 1.958524e-04 7.665539e+01 2.320114e-05 1.877297e+03 5.681981e-04 
23 2.295239e+05 6.946955e-02 5.234827e+05 1.584415e-01 2.502900e+05 7.575480e-02 4.016668e+05 1.215717e-01 2.996779e+05 9.070293e-02 4.731492e+02 1.432072e-04 1.115807e+03 3.377193e-04 1.754414e+02 5.310052e-05 1.729350e+03 5.234192e-04 
24 5.426783e+05 1.642514e-01 9.130241e+05 2.763433e-01 9.531000e+05 2.884730e-01 9.496870e+05 2.874400e-01 1.007413e+06 3.049117e-01 8.345125e+03 2.525803e-03 8.977877e+03 2.717317e-03 8.358364e+03 2.529810e-03 9.274699e+03 2.807156e-03 
25 9.715824e+04 2.940670e-02 3.420899e+05 1.035397e-01 1.411406e+05 4.271875e-02 1.700269e+05 5.146173e-02 1.791010e+05 5.420815e-02 6.465218e+02 1.956815e-04 8.387238e+01 2.538549e-05 0.000000e+00 0.000000e+00 3.637046e+02 1.100818e-04 
26 1.320845e+05 3.997777e-02 4.566020e+05 1.381989e-01 1.519763e+03 4.599838e-04 2.311479e+05 6.996109e-02 1.294596e+05 3.918330e-02 6.009256e+02 1.818810e-04 3.475233e-02 1.051842e-08 0.000000e+00 0.000000e+00 1.478142e+03 4.473865e-04 
27 1.470319e+05 4.450187e-02 4.946136e+05 1.497038e-01 1.025035e+03 3.102455e-04 2.573058e+05 7.787827e-02 1.293863e+05 3.916112e-02 2.239833e+02 6.779259e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.496550e+03 4.529579e-04 
28 7.480014e+04 2.263962e-02 2.034057e+05 6.156441e-02 3.081225e+02 9.325887e-05 1.309003e+05 3.961933e-02 1.291887e+05 3.910131e-02 4.196029e+02 1.270004e-04 0.000000e+00 0.000000e+00 1.079159e+02 3.266270e-05 1.496558e+03 4.529605e-04 
29 6.611921e+04 2.001218e-02 1.817041e+05 5.499604e-02 1.153604e+03 3.491590e-04 1.157086e+05 3.502131e-02 1.298259e+05 3.929416e-02 3.780382e+02 1.144201e-04 0.000000e+00 0.000000e+00 7.977868e+01 2.414646e-05 1.478123e+03 4.473808e-04 
30 1.935734e+05 5.858849e-02 4.872079e+05 1.474623e-01 1.414559e+05 4.281419e-02 3.387534e+05 1.025299e-01 1.540189e+05 4.661661e-02 8.685858e+00 2.628932e-06 1.337391e+01 4.047855e-06 0.000000e+00 0.000000e+00 2.772785e+02 8.392335e-05 
31 1.488382e+06 4.504858e-01 2.556274e+06 7.737025e-01 2.364523e+06 7.156656e-01 2.604669e+06 7.883502e-01 2.467039e+06 7.466940e-01 3.223917e+04 9.757770e-03 2.189752e+04 6.627681e-03 2.214250e+02 6.701827e-05 2.203662e+04 6.669782e-03 
