# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
10 1.928432e+05 3.578999e-02 5.405315e+05 1.003179e-01 5.745021e+04 1.066225e-02 3.374755e+05 6.263248e-02 1.633680e+05 3.031966e-02 3.486287e+03 6.470242e-04 3.807507e+01 7.066398e-06 4.839743e+01 8.982136e-06 8.676562e+02 1.610293e-04 
11 1.549695e+06 2.876098e-01 2.641765e+06 4.902883e-01 2.244248e+06 4.165125e-01 2.711967e+06 5.033171e-01 2.265066e+06 4.203762e-01 2.709530e+04 5.028649e-03 1.501519e+03 2.786687e-04 2.783322e+04 5.165599e-03 2.281283e+03 4.233859e-04 
12 2.493023e+05 4.626830e-02 5.432630e+05 1.008248e-01 1.526494e+05 2.833038e-02 4.362790e+05 8.096953e-02 2.511863e+05 4.661796e-02 3.512713e+03 6.519285e-04 1.154495e+02 2.142640e-05 7.230103e+02 1.341843e-04 9.432609e+02 1.750609e-04 
13 2.264822e+05 4.203310e-02 5.696327e+05 1.057188e-01 8.008437e+04 1.486295e-02 3.963439e+05 7.355792e-02 1.892386e+05 3.512102e-02 3.718957e+03 6.902056e-04 4.680868e+01 8.687278e-06 1.769118e+02 3.283327e-05 8.894297e+02 1.650703e-04 
14 2.980311e+05 5.531195e-02 6.387815e+05 1.185522e-01 4.961344e+04 9.207818e-03 5.215545e+05 9.679592e-02 3.052170e+05 5.664559e-02 4.272722e+03 7.929795e-04 9.021909e+00 1.674387e-06 9.133207e+02 1.695043e-04 2.421023e+03 4.493205e-04 
15 7.310378e+05 1.356742e-01 1.161074e+06 2.154851e-01 2.074252e+05 3.849628e-02 1.279316e+06 2.374298e-01 4.948696e+05 9.184343e-02 8.422265e+03 1.563098e-03 3.282029e+01 6.091156e-06 7.435772e+03 1.380014e-03 2.441632e+03 4.531453e-04 
16 2.599231e+05 4.823944e-02 6.627346e+05 1.229977e-01 1.403177e+05 2.604174e-02 4.548655e+05 8.441902e-02 2.443840e+05 4.535552e-02 1.411162e+00 2.618992e-07 1.661084e+01 3.082826e-06 0.000000e+00 0.000000e+00 8.058728e+02 1.495629e-04 
17 1.448331e+05 2.687974e-02 5.942571e+05 1.102889e-01 3.891178e+04 7.221683e-03 2.534579e+05 4.703955e-02 1.303480e+05 2.419144e-02 2.552785e+02 4.737744e-05 5.846685e+00 1.085093e-06 0.000000e+00 0.000000e+00 8.743901e+02 1.622791e-04 
18 1.326089e+05 2.461103e-02 5.792670e+05 1.075068e-01 0.000000e+00 0.000000e+00 2.320655e+05 4.306931e-02 1.485500e+05 2.756958e-02 4.233158e+02 7.856369e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.410090e+03 2.617002e-04 
19 4.346472e+04 8.066668e-03 1.359078e+05 2.522328e-02 0.000000e+00 0.000000e+00 7.606325e+04 1.411667e-02 1.485500e+05 2.756958e-02 3.720735e+02 6.905357e-05 0.000000e+00 0.000000e+00 4.060492e+00 7.535914e-07 1.410090e+03 2.617002e-04 
20 4.894994e+04 9.084677e-03 1.291176e+05 2.396308e-02 0.000000e+00 0.000000e+00 8.566240e+04 1.589819e-02 1.485500e+05 2.756958e-02 4.756961e+02 8.828501e-05 0.000000e+00 0.000000e+00 3.226445e+01 5.987998e-06 1.410090e+03 2.617002e-04 
21 1.183638e+05 2.196728e-02 5.907473e+05 1.096375e-01 2.702386e+04 5.015390e-03 2.071367e+05 3.844275e-02 1.125133e+05 2.088147e-02 1.288712e+03 2.391737e-04 4.904730e+00 9.102746e-07 0.000000e+00 0.000000e+00 8.733911e+02 1.620937e-04 
22 4.530365e+04 8.407958e-03 1.257074e+05 2.333018e-02 2.085645e+04 3.870774e-03 7.928139e+04 1.471393e-02 1.261450e+05 2.341140e-02 4.072205e+02 7.557653e-05 5.779595e+00 1.072642e-06 1.105084e+01 2.050939e-06 7.949165e+02 1.475295e-04 
23 1.234732e+05 2.291553e-02 5.872577e+05 1.089899e-01 3.187832e+04 5.916336e-03 2.160780e+05 4.010217e-02 1.004304e+05 1.863900e-02 1.192877e+03 2.213874e-04 5.776766e+00 1.072117e-06 0.000000e+00 0.000000e+00 7.777105e+02 1.443362e-04 
24 1.219043e+05 2.262436e-02 5.257514e+05 9.757481e-02 1.957144e+05 3.632286e-02 2.133325e+05 3.959263e-02 2.044038e+05 3.793555e-02 1.240958e+03 2.303108e-04 8.425694e+02 1.563734e-04 0.000000e+00 0.000000e+00 8.979338e+02 1.666486e-04 
25 2.405334e+06 4.464088e-01 4.191858e+06 7.779719e-01 3.788993e+06 7.032036e-01 4.209335e+06 7.812154e-01 3.911298e+06 7.259023e-01 4.331505e+04 8.038891e-03 5.148370e+03 9.554921e-04 4.319902e+04 8.017357e-03 5.762953e+03 1.069553e-03 
26 1.178805e+05 2.187759e-02 4.999952e+05 9.279470e-02 1.854277e+05 3.441375e-02 2.062909e+05 3.828578e-02 2.620840e+05 4.864048e-02 1.044047e+03 1.937660e-04 9.056678e+01 1.680840e-05 0.000000e+00 0.000000e+00 7.362017e+02 1.366325e-04 
27 1.301417e+05 2.415315e-02 5.689644e+05 1.055948e-01 0.000000e+00 0.000000e+00 2.277479e+05 4.226801e-02 1.485500e+05 2.756958e-02 6.824122e+02 1.266497e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.410090e+03 2.617002e-04 
28 6.754641e+04 1.253602e-02 2.119387e+05 3.933396e-02 2.793623e+05 5.184717e-02 1.182062e+05 2.193803e-02 4.757066e+05 8.828696e-02 5.227434e+02 9.701657e-05 1.588087e+02 2.947350e-05 3.060698e+01 5.680385e-06 8.961929e+02 1.663255e-04 
29 2.280977e+05 4.233292e-02 4.329018e+05 8.034275e-02 4.776030e+05 8.863890e-02 3.991710e+05 7.408261e-02 7.109582e+05 1.319476e-01 3.656545e+03 6.786224e-04 3.705344e+02 6.876791e-05 3.306083e+03 6.135799e-04 1.085359e+03 2.014330e-04 
30 8.830723e+05 1.638904e-01 1.520737e+06 2.822354e-01 1.461911e+06 2.713179e-01 1.545376e+06 2.868082e-01 1.437188e+06 2.667294e-01 1.574849e+04 2.922781e-03 2.021825e+03 3.752328e-04 1.318183e+04 2.446432e-03 2.332535e+03 4.328980e-04 
31 2.011913e+05 3.733934e-02 6.258550e+05 1.161532e-01 4.865041e+05 9.029088e-02 3.520848e+05 6.534384e-02 4.306751e+05 7.992949e-02 1.504573e+04 2.792355e-03 5.393426e+02 1.000972e-04 0.000000e+00 0.000000e+00 9.552715e+02 1.772900e-04 
