# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 3.720605e+05 8.158811e-02 7.269620e+05 1.594135e-01 1.678386e+04 3.680485e-03 6.511059e+05 1.427792e-01 4.916817e+05 1.078195e-01 1.201340e+03 2.634385e-04 7.046036e+00 1.545106e-06 8.016343e+02 1.757882e-04 4.973048e+03 1.090526e-03 
 1 3.029378e+05 6.643039e-02 6.512495e+05 1.428107e-01 1.102998e+04 2.418733e-03 5.301412e+05 1.162532e-01 4.879780e+05 1.070073e-01 4.377602e+02 9.599521e-05 6.478290e+00 1.420606e-06 5.711422e+01 1.252442e-05 4.971789e+03 1.090250e-03 
 2 3.329188e+05 7.300483e-02 6.821594e+05 1.495888e-01 1.240463e+04 2.720176e-03 5.826078e+05 1.277584e-01 4.892757e+05 1.072919e-01 7.885744e+02 1.729243e-04 5.998714e+00 1.315441e-06 2.039386e+02 4.472112e-05 4.972159e+03 1.090331e-03 
 3 3.170140e+05 6.951712e-02 6.734643e+05 1.476821e-01 1.939260e+04 4.252550e-03 5.547745e+05 1.216550e-01 4.027376e+05 8.831520e-02 5.228774e+02 1.146603e-04 1.071595e+01 2.349870e-06 8.446971e+01 1.852313e-05 4.389436e+03 9.625471e-04 
 4 4.281336e+05 9.388423e-02 7.023487e+05 1.540161e-01 3.106729e+05 6.812659e-02 7.492338e+05 1.642974e-01 3.877601e+05 8.503083e-02 1.637806e+03 3.591499e-04 3.899373e+02 8.550826e-05 2.435520e+03 5.340785e-04 1.641076e+03 3.598670e-04 
 5 1.580330e+06 3.465463e-01 2.774238e+06 6.083548e-01 2.461521e+06 5.397800e-01 2.765578e+06 6.064560e-01 2.515845e+06 5.516927e-01 2.726951e+04 5.979856e-03 2.809919e+03 6.161794e-04 2.721398e+04 5.967677e-03 4.044823e+03 8.869780e-04 
 6 3.495798e+05 7.665838e-02 7.285513e+05 1.597620e-01 1.191088e+05 2.611904e-02 6.117646e+05 1.341522e-01 1.875226e+05 4.112130e-02 6.880712e+02 1.508852e-04 1.046245e+02 2.294281e-05 3.194722e+02 7.005617e-05 1.356538e+03 2.974714e-04 
 7 3.934958e+05 8.628859e-02 7.458439e+05 1.635540e-01 1.109065e+02 2.432038e-05 6.886176e+05 1.510050e-01 5.759182e+05 1.262915e-01 1.198177e+03 2.627448e-04 0.000000e+00 0.000000e+00 1.040050e+03 2.280698e-04 6.246098e+03 1.369689e-03 
 8 3.781743e+05 8.292880e-02 7.344375e+05 1.610528e-01 1.120725e+02 2.457608e-05 6.618051e+05 1.451254e-01 5.758936e+05 1.262861e-01 1.206188e+03 2.645015e-04 0.000000e+00 0.000000e+00 8.049584e+02 1.765171e-04 6.246098e+03 1.369689e-03 
 9 3.368800e+05 7.387347e-02 6.835530e+05 1.498944e-01 5.804266e+04 1.272801e-02 5.895400e+05 1.292786e-01 3.263016e+05 7.155377e-02 8.183370e+02 1.794508e-04 4.603939e+01 1.009585e-05 2.104762e+02 4.615474e-05 3.184079e+03 6.982279e-04 
10 5.609212e+05 1.230028e-01 8.082486e+05 1.772386e-01 5.608550e+05 1.229883e-01 9.816121e+05 2.152550e-01 6.339732e+05 1.390222e-01 4.997197e+03 1.095821e-03 6.888265e+02 1.510509e-04 5.772065e+03 1.265740e-03 1.955815e+03 4.288853e-04 
11 1.557273e+06 3.414901e-01 2.732574e+06 5.992185e-01 2.402339e+06 5.268022e-01 2.725228e+06 5.976077e-01 2.461657e+06 5.398100e-01 2.677751e+04 5.871965e-03 2.746853e+03 6.023498e-04 2.681446e+04 5.880068e-03 3.992948e+03 8.756023e-04 
12 3.338437e+05 7.320766e-02 6.667162e+05 1.462023e-01 8.125544e+04 1.781828e-02 5.842265e+05 1.281134e-01 1.647237e+05 3.612179e-02 7.662456e+02 1.680279e-04 7.251024e+01 1.590057e-05 2.451046e+02 5.374829e-05 1.344275e+03 2.947824e-04 
13 3.346443e+05 7.338322e-02 6.788391e+05 1.488607e-01 0.000000e+00 0.000000e+00 5.856275e+05 1.284206e-01 5.764279e+05 1.264033e-01 9.153570e+02 2.007261e-04 0.000000e+00 0.000000e+00 2.727574e+02 5.981221e-05 6.246098e+03 1.369689e-03 
14 3.523334e+05 7.726222e-02 7.043040e+05 1.544449e-01 1.851900e+04 4.060979e-03 6.165835e+05 1.352089e-01 4.931410e+05 1.081395e-01 1.167716e+03 2.560653e-04 6.591459e+00 1.445423e-06 5.433008e+02 1.191389e-04 4.972643e+03 1.090437e-03 
15 5.675504e+05 1.244565e-01 9.888575e+05 2.168438e-01 6.412312e+04 1.406138e-02 9.932131e+05 2.177989e-01 5.457653e+05 1.196794e-01 5.635658e+03 1.235828e-03 1.091237e+01 2.392942e-06 5.718171e+03 1.253922e-03 4.977329e+03 1.091465e-03 
16 1.837577e+05 4.029571e-02 4.889442e+05 1.072192e-01 2.020170e+05 4.429974e-02 3.215760e+05 7.051750e-02 2.244911e+05 4.922802e-02 1.115341e+01 2.445800e-06 1.144845e+01 2.510500e-06 0.000000e+00 0.000000e+00 1.443467e+02 3.165339e-05 
17 1.293800e+05 2.837138e-02 5.371856e+05 1.177979e-01 1.390096e+05 3.048303e-02 2.264150e+05 4.964992e-02 1.226744e+05 2.690093e-02 9.648904e+01 2.115881e-05 1.429304e+01 3.134282e-06 0.000000e+00 0.000000e+00 7.875753e+02 1.727052e-04 
18 1.318285e+05 2.890831e-02 5.450527e+05 1.195231e-01 1.147210e+02 2.515685e-05 2.306999e+05 5.058954e-02 1.244472e+05 2.728969e-02 1.490688e+02 3.268888e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.338041e+03 2.934152e-04 
19 4.855348e+04 1.064716e-02 1.244800e+05 2.729688e-02 1.605445e+01 3.520535e-06 8.496859e+04 1.863253e-02 1.244475e+05 2.728974e-02 1.621337e+01 3.555385e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.338041e+03 2.934152e-04 
20 5.509493e+04 1.208161e-02 1.275256e+05 2.796473e-02 2.061354e+01 4.520285e-06 9.641613e+04 2.114282e-02 1.244521e+05 2.729076e-02 1.774904e+01 3.892138e-06 0.000000e+00 0.000000e+00 1.200403e+00 2.632330e-07 1.338041e+03 2.934152e-04 
21 1.557298e+05 3.414955e-02 5.841776e+05 1.281027e-01 2.289435e+04 5.020437e-03 2.725271e+05 5.976170e-02 1.299867e+05 2.850443e-02 2.808164e+02 6.157945e-05 2.729534e+00 5.985518e-07 0.000000e+00 0.000000e+00 1.262621e+03 2.768766e-04 
22 5.256702e+04 1.152727e-02 1.293510e+05 2.836503e-02 4.151152e+05 9.102946e-02 9.199228e+04 2.017273e-02 5.120486e+05 1.122857e-01 1.590819e+01 3.488462e-06 6.100852e+02 1.337839e-04 1.313503e-01 2.880343e-08 8.756867e+02 1.920269e-04 
23 8.767628e+05 1.922629e-01 1.537834e+06 3.372274e-01 1.803879e+06 3.955676e-01 1.534335e+06 3.364600e-01 1.767232e+06 3.875313e-01 1.410288e+04 3.092582e-03 1.377758e+04 3.021248e-03 1.309802e+04 2.872228e-03 1.348864e+04 2.957886e-03 
24 7.220539e+05 1.583372e-01 1.218916e+06 2.672926e-01 1.472367e+06 3.228714e-01 1.263594e+06 2.770901e-01 1.481859e+06 3.249526e-01 1.050989e+04 2.304684e-03 1.128212e+04 2.474024e-03 9.987634e+03 2.190160e-03 1.131448e+04 2.481121e-03 
25 1.340410e+05 2.939349e-02 4.127684e+05 9.051484e-02 1.762190e+05 3.864258e-02 2.345718e+05 5.143860e-02 2.349307e+05 5.151729e-02 2.321853e+02 5.091526e-05 3.888356e+01 8.526667e-06 0.000000e+00 0.000000e+00 5.809827e+02 1.274021e-04 
26 1.651641e+05 3.621837e-02 5.396238e+05 1.183326e-01 2.220763e+04 4.869849e-03 2.890372e+05 6.338215e-02 1.296226e+05 2.842458e-02 3.232168e+02 7.087732e-05 3.185358e+00 6.985082e-07 0.000000e+00 0.000000e+00 1.204573e+03 2.641474e-04 
27 1.312316e+05 2.877742e-02 5.937738e+05 1.302070e-01 4.059673e+03 8.902344e-04 2.296553e+05 5.036048e-02 1.223876e+05 2.683804e-02 2.947451e+02 6.463384e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.338041e+03 2.934152e-04 
28 4.589204e+04 1.006354e-02 1.317843e+05 2.889861e-02 8.872731e+02 1.945676e-04 8.031108e+04 1.761119e-02 1.222880e+05 2.681620e-02 1.330029e+01 2.916583e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.338041e+03 2.934152e-04 
29 4.695881e+04 1.029747e-02 1.342041e+05 2.942925e-02 2.493342e+04 5.467579e-03 8.217791e+04 1.802057e-02 1.387914e+05 3.043518e-02 1.589201e+01 3.484914e-06 3.003061e+00 6.585328e-07 0.000000e+00 0.000000e+00 1.144070e+03 2.508799e-04 
30 2.238514e+05 4.908775e-02 5.414704e+05 1.187375e-01 2.402204e+05 5.267726e-02 3.917399e+05 8.590355e-02 2.710535e+05 5.943857e-02 6.130933e+01 1.344435e-05 4.791741e+01 1.050768e-05 0.000000e+00 0.000000e+00 1.156366e+02 2.535762e-05 
31 8.634411e+05 1.893416e-01 1.545876e+06 3.389907e-01 1.886221e+06 4.136242e-01 1.511022e+06 3.313478e-01 1.901113e+06 4.168899e-01 0.000000e+00 0.000000e+00 1.456196e+04 3.193253e-03 0.000000e+00 0.000000e+00 1.452368e+04 3.184857e-03 
