# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
16 2.002366e+05 4.756655e-02 5.128637e+05 1.218316e-01 1.971751e+05 4.683928e-02 3.504141e+05 8.324146e-02 2.394538e+05 5.688266e-02 6.086228e+00 1.445794e-06 2.236106e+01 5.311907e-06 0.000000e+00 0.000000e+00 2.686249e+02 6.381230e-05 
17 1.578408e+05 3.749535e-02 5.399672e+05 1.282701e-01 1.692353e+05 4.020212e-02 2.762214e+05 6.561686e-02 1.400412e+05 3.326704e-02 7.014638e+01 1.666339e-05 1.718808e+01 4.083057e-06 0.000000e+00 0.000000e+00 5.011079e+02 1.190390e-04 
18 1.598725e+05 3.797798e-02 5.486904e+05 1.303423e-01 4.432785e+02 1.053016e-04 2.797769e+05 6.646147e-02 1.486744e+05 3.531787e-02 1.211125e+02 2.877048e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.595549e+03 3.790254e-04 
19 4.863020e+04 1.155219e-02 1.174699e+05 2.790516e-02 4.757448e+01 1.130140e-05 8.510285e+04 2.021633e-02 1.486966e+05 3.532313e-02 6.114314e+00 1.452466e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.595549e+03 3.790254e-04 
20 5.478705e+04 1.301476e-02 1.202817e+05 2.857312e-02 1.289625e+02 3.063526e-05 9.587733e+04 2.277582e-02 1.487842e+05 3.534394e-02 6.533510e+00 1.552046e-06 0.000000e+00 0.000000e+00 2.670632e-01 6.344130e-08 1.595549e+03 3.790254e-04 
21 1.844388e+05 4.381376e-02 5.942793e+05 1.411721e-01 3.899761e+04 9.263949e-03 3.227680e+05 7.667408e-02 1.560753e+05 3.707596e-02 2.345386e+02 5.571504e-05 3.662711e+00 8.700832e-07 0.000000e+00 0.000000e+00 1.333165e+03 3.166956e-04 
22 5.313669e+04 1.262271e-02 1.231207e+05 2.924752e-02 3.015073e+05 7.162358e-02 9.298920e+04 2.208974e-02 4.148371e+05 9.854526e-02 7.207454e+00 1.712143e-06 1.552386e+02 3.687720e-05 0.000000e+00 0.000000e+00 5.051001e+02 1.199874e-04 
23 7.814115e+05 1.856256e-01 1.334592e+06 3.170346e-01 1.452175e+06 3.449665e-01 1.367470e+06 3.248449e-01 1.446042e+06 3.435096e-01 1.194323e+04 2.837134e-03 6.001110e+03 1.425574e-03 1.107101e+04 2.629938e-03 5.995439e+03 1.424227e-03 
24 5.398389e+05 1.282397e-01 8.984308e+05 2.134238e-01 9.386628e+05 2.229809e-01 9.447182e+05 2.244194e-01 9.601982e+05 2.280967e-01 5.956694e+03 1.415023e-03 3.883800e+03 9.226033e-04 5.431611e+03 1.290288e-03 4.000576e+03 9.503437e-04 
25 1.430969e+05 3.399291e-02 4.165963e+05 9.896316e-02 9.731896e+04 2.311828e-02 2.504196e+05 5.948759e-02 2.071288e+05 4.920379e-02 1.885945e+02 4.480094e-05 1.871573e+01 4.445953e-06 0.000000e+00 0.000000e+00 1.240851e+03 2.947663e-04 
26 1.721855e+05 4.090296e-02 5.304143e+05 1.260008e-01 3.988756e+04 9.475359e-03 3.013246e+05 7.158018e-02 1.478887e+05 3.513121e-02 2.532182e+02 6.015242e-05 2.954670e+00 7.018869e-07 0.000000e+00 0.000000e+00 1.350219e+03 3.207469e-04 
27 1.668932e+05 3.964577e-02 6.181121e+05 1.468336e-01 1.380001e+04 3.278217e-03 2.920631e+05 6.938009e-02 1.430143e+05 3.397329e-02 2.601034e+02 6.178799e-05 1.172050e+00 2.784224e-07 0.000000e+00 0.000000e+00 1.468381e+03 3.488164e-04 
28 4.717316e+04 1.120606e-02 1.270114e+05 3.017176e-02 4.136357e+03 9.825985e-04 8.255302e+04 1.961061e-02 1.432548e+05 3.403043e-02 9.592287e+00 2.278664e-06 2.806342e-01 6.666513e-08 0.000000e+00 0.000000e+00 1.468019e+03 3.487303e-04 
29 4.787513e+04 1.137282e-02 1.286445e+05 3.055972e-02 5.113341e+04 1.214683e-02 8.378147e+04 1.990243e-02 1.767874e+05 4.199614e-02 8.654808e+00 2.055964e-06 4.272730e+00 1.014994e-06 0.000000e+00 0.000000e+00 1.332914e+03 3.166359e-04 
30 2.382829e+05 5.660450e-02 5.697323e+05 1.353409e-01 2.243768e+05 5.330108e-02 4.169950e+05 9.905787e-02 2.623004e+05 6.230991e-02 6.373118e+01 1.513945e-05 3.817099e+01 9.067584e-06 0.000000e+00 0.000000e+00 4.284778e+02 1.017856e-04 
31 5.040365e+05 1.197347e-01 8.971951e+05 2.131302e-01 1.155323e+06 2.744491e-01 8.820638e+05 2.095358e-01 1.175060e+06 2.791374e-01 0.000000e+00 0.000000e+00 4.789060e+03 1.137649e-03 0.000000e+00 0.000000e+00 4.865991e+03 1.155924e-03 
