# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 4.655012e+05 9.521352e-02 7.713179e+05 1.577652e-01 2.576554e+04 5.270078e-03 8.146272e+05 1.666237e-01 5.892336e+05 1.205217e-01 1.806946e+03 3.695923e-04 7.299983e+00 1.493137e-06 3.172432e+03 6.488885e-04 5.348010e+03 1.093881e-03 
 1 3.928743e+05 8.035842e-02 6.747170e+05 1.380065e-01 1.533436e+04 3.136487e-03 6.875300e+05 1.406272e-01 5.751166e+05 1.176342e-01 7.188681e+02 1.470371e-04 6.767087e+00 1.384138e-06 1.141089e+03 2.333980e-04 5.331340e+03 1.090471e-03 
 2 4.295969e+05 8.786965e-02 7.113612e+05 1.455017e-01 1.744445e+04 3.568083e-03 7.517946e+05 1.537719e-01 5.806651e+05 1.187691e-01 1.198615e+03 2.451645e-04 6.316171e+00 1.291908e-06 2.049241e+03 4.191513e-04 5.332427e+03 1.090693e-03 
 3 4.075108e+05 8.335217e-02 6.984523e+05 1.428613e-01 3.678467e+02 7.523929e-05 7.131439e+05 1.458663e-01 6.522614e+05 1.334134e-01 8.126899e+02 1.662274e-04 3.194093e-02 6.533190e-09 1.313148e+03 2.685910e-04 6.227954e+03 1.273864e-03 
 4 3.599345e+05 7.362091e-02 6.549273e+05 1.339587e-01 3.935985e+02 8.050654e-05 6.298853e+05 1.288366e-01 6.526272e+05 1.334882e-01 5.353972e+02 1.095100e-04 0.000000e+00 0.000000e+00 7.512397e+02 1.536584e-04 6.257463e+03 1.279900e-03 
 5 1.292234e+05 2.643132e-02 2.514498e+05 5.143147e-02 3.775469e+05 7.722336e-02 2.261409e+05 4.625481e-02 3.408152e+05 6.971026e-02 1.015483e+02 2.077066e-05 1.453383e+02 2.972747e-05 1.972655e+02 4.034865e-05 9.863685e+02 2.017516e-04 
 6 4.083399e+05 8.352175e-02 7.315283e+05 1.496266e-01 9.902933e+04 2.025544e-02 7.145949e+05 1.461631e-01 1.585992e+05 3.243983e-02 9.490342e+02 1.941152e-04 5.992544e+01 1.225714e-05 1.317923e+03 2.695677e-04 9.656350e+02 1.975108e-04 
 7 5.019783e+05 1.026745e-01 8.065782e+05 1.649773e-01 1.599118e+05 3.270832e-02 8.784620e+05 1.796804e-01 2.943040e+05 6.019687e-02 2.203421e+03 4.506873e-04 1.312504e+02 2.684593e-05 3.919187e+03 8.016296e-04 1.148053e+03 2.348226e-04 
 8 4.865511e+05 9.951905e-02 7.843345e+05 1.604276e-01 1.431823e+05 2.928648e-02 8.514644e+05 1.741583e-01 2.686619e+05 5.495205e-02 1.985230e+03 4.060585e-04 1.073933e+02 2.196621e-05 3.594732e+03 7.352656e-04 1.120717e+03 2.292312e-04 
 9 1.590333e+06 3.252863e-01 2.771740e+06 5.669310e-01 2.130646e+06 4.358019e-01 2.783082e+06 5.692510e-01 2.202048e+06 4.504064e-01 2.734987e+04 5.594136e-03 2.348979e+03 4.804597e-04 2.751233e+04 5.627367e-03 3.267534e+03 6.683406e-04 
10 4.357896e+05 8.913630e-02 7.099530e+05 1.452136e-01 8.896088e+04 1.819604e-02 7.626318e+05 1.559885e-01 1.809519e+05 3.701185e-02 1.233750e+03 2.523509e-04 6.948999e+01 1.421347e-05 2.190088e+03 4.479600e-04 1.005709e+03 2.057076e-04 
11 2.477836e+05 5.068161e-02 4.922610e+05 1.006870e-01 1.857837e+03 3.800016e-04 4.336214e+05 8.869282e-02 6.512623e+05 1.332090e-01 4.500868e+02 9.206065e-05 2.634577e-01 5.388757e-08 5.784807e+02 1.183223e-04 6.257628e+03 1.279934e-03 
12 4.096698e+05 8.379378e-02 6.945291e+05 1.420588e-01 3.189344e+02 6.523478e-05 7.169222e+05 1.466391e-01 6.522835e+05 1.334179e-01 1.023292e+03 2.093040e-04 0.000000e+00 0.000000e+00 1.670057e+03 3.415931e-04 6.242995e+03 1.276941e-03 
13 4.310647e+05 8.816987e-02 7.119206e+05 1.456161e-01 2.751052e+02 5.626996e-05 7.543632e+05 1.542973e-01 6.524915e+05 1.334605e-01 1.317921e+03 2.695673e-04 4.893492e-02 1.000914e-08 2.294575e+03 4.693319e-04 6.227955e+03 1.273865e-03 
14 4.573562e+05 9.354754e-02 7.415738e+05 1.516813e-01 2.646143e+04 5.412414e-03 8.003734e+05 1.637082e-01 5.895878e+05 1.205942e-01 1.761644e+03 3.603262e-04 7.010186e+00 1.433862e-06 3.140391e+03 6.423349e-04 5.333161e+03 1.090844e-03 
15 7.116048e+05 1.455515e-01 1.042590e+06 2.132511e-01 7.926975e+04 1.621382e-02 1.245308e+06 2.547151e-01 6.614875e+05 1.353005e-01 5.807421e+03 1.187848e-03 1.146883e+01 2.345831e-06 9.381590e+03 1.918908e-03 5.340089e+03 1.092261e-03 
16 1.485199e+05 3.037824e-02 4.677398e+05 9.567139e-02 1.613673e+05 3.300603e-02 2.599099e+05 5.316191e-02 1.595743e+05 3.263929e-02 6.408351e+00 1.310763e-06 7.905484e+00 1.616986e-06 6.893490e-01 1.409993e-07 2.375281e+02 4.858394e-05 
17 1.334845e+05 2.730289e-02 5.206855e+05 1.065009e-01 1.671236e+05 3.418342e-02 2.335979e+05 4.778005e-02 1.131827e+05 2.315036e-02 3.278530e+01 6.705897e-06 1.586094e+01 3.244193e-06 1.423796e+00 2.912229e-07 3.557383e+02 7.276264e-05 
18 1.354988e+05 2.771488e-02 5.333170e+05 1.090845e-01 4.443710e+02 9.089154e-05 2.371228e+05 4.850105e-02 1.413324e+05 2.890811e-02 5.401161e+01 1.104752e-05 0.000000e+00 0.000000e+00 1.886009e+00 3.857639e-07 1.207247e+03 2.469301e-04 
19 6.175937e+04 1.263225e-02 1.275536e+05 2.608978e-02 1.381937e+02 2.826611e-05 1.080789e+05 2.210643e-02 1.414865e+05 2.893962e-02 7.830605e+00 1.601670e-06 0.000000e+00 0.000000e+00 7.760100e+00 1.587249e-06 1.207247e+03 2.469301e-04 
20 7.458953e+04 1.525652e-02 1.379118e+05 2.820845e-02 1.953472e+02 3.995626e-05 1.305317e+05 2.669892e-02 1.414924e+05 2.894082e-02 2.221672e+01 4.544202e-06 0.000000e+00 0.000000e+00 8.168135e+01 1.670709e-05 1.207247e+03 2.469301e-04 
21 1.618175e+05 3.309812e-02 5.846303e+05 1.195801e-01 3.432263e+04 7.020343e-03 2.831807e+05 5.792171e-02 1.446220e+05 2.958095e-02 1.242033e+02 2.540451e-05 3.307393e+00 6.764933e-07 1.990091e+00 4.070527e-07 1.040013e+03 2.127241e-04 
22 6.968793e+04 1.425395e-02 1.368441e+05 2.799007e-02 3.439000e+05 7.034124e-02 1.219539e+05 2.494442e-02 4.845244e+05 9.910451e-02 1.293912e+01 2.646564e-06 2.267782e+02 4.638516e-05 2.665934e+01 5.452896e-06 5.737648e+02 1.173577e-04 
23 7.000952e+05 1.431973e-01 1.241697e+06 2.539764e-01 1.356929e+06 2.775459e-01 1.225167e+06 2.505953e-01 1.306970e+06 2.673274e-01 1.033461e+04 2.113839e-03 6.627342e+03 1.355555e-03 8.812844e+03 1.802577e-03 6.444859e+03 1.318230e-03 
24 5.126925e+05 1.048660e-01 8.662606e+05 1.771847e-01 9.248675e+05 1.891722e-01 8.972118e+05 1.835155e-01 9.385618e+05 1.919732e-01 5.432539e+03 1.111170e-03 4.504114e+03 9.212704e-04 4.722001e+03 9.658369e-04 4.650538e+03 9.512200e-04 
25 1.432328e+05 2.929680e-02 4.104734e+05 8.395814e-02 8.895693e+04 1.819523e-02 2.506574e+05 5.126941e-02 2.010930e+05 4.113151e-02 1.132755e+02 2.316934e-05 1.335333e+01 2.731287e-06 2.973749e+00 6.082499e-07 9.878765e+02 2.020600e-04 
26 1.721658e+05 3.521475e-02 5.331633e+05 1.090531e-01 3.992390e+04 8.166024e-03 3.012901e+05 6.162581e-02 1.469002e+05 3.004693e-02 1.614898e+02 3.303109e-05 3.441830e+00 7.039910e-07 4.045863e+00 8.275399e-07 9.752156e+02 1.994704e-04 
27 1.416886e+05 2.898096e-02 5.941444e+05 1.215262e-01 1.042003e+04 2.131311e-03 2.479551e+05 5.071667e-02 1.375067e+05 2.812559e-02 8.731183e+01 1.785874e-05 1.889723e+00 3.865236e-07 0.000000e+00 0.000000e+00 1.045630e+03 2.138729e-04 
28 5.850558e+04 1.196672e-02 1.349322e+05 2.759899e-02 5.567337e+03 1.138742e-03 1.023848e+05 2.094176e-02 1.405508e+05 2.874823e-02 9.891907e+00 2.023288e-06 3.063552e-01 6.266183e-08 1.210830e+00 2.476628e-07 1.044901e+03 2.137239e-04 
29 6.052794e+04 1.238037e-02 1.378990e+05 2.820582e-02 5.676388e+04 1.161047e-02 1.059239e+05 2.166565e-02 1.792120e+05 3.665598e-02 1.107788e+01 2.265868e-06 4.831675e+00 9.882697e-07 1.639290e+00 3.353000e-07 9.651104e+02 1.974035e-04 
30 1.838898e+05 3.761277e-02 5.280619e+05 1.080097e-01 1.882917e+05 3.851313e-02 3.218071e+05 6.582234e-02 1.823021e+05 3.728804e-02 2.819971e+01 5.767963e-06 1.660079e+01 3.395521e-06 0.000000e+00 0.000000e+00 2.998207e+02 6.132526e-05 
31 4.791777e+05 9.801090e-02 8.591339e+05 1.757271e-01 1.132123e+06 2.315641e-01 8.385610e+05 1.715191e-01 1.159514e+06 2.371668e-01 1.558968e+00 3.188710e-07 5.570104e+03 1.139308e-03 3.257009e+00 6.661879e-07 5.709582e+03 1.167837e-03 
