# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 3.596239e+05 7.780757e-02 7.173898e+05 1.552131e-01 8.861652e+03 1.917291e-03 6.293419e+05 1.361633e-01 4.423276e+05 9.570119e-02 9.263503e+02 2.004235e-04 2.128734e+00 4.605689e-07 4.868585e+02 1.053358e-04 4.695004e+03 1.015802e-03 
 1 3.137510e+05 6.788259e-02 6.582732e+05 1.424228e-01 1.285252e+05 2.780748e-02 5.490642e+05 1.187945e-01 1.040484e+05 2.251172e-02 5.023799e+02 1.086940e-04 4.566487e+01 9.879967e-06 9.615334e+01 2.080356e-05 1.471867e+01 3.184504e-06 
 2 1.379656e+06 2.984998e-01 2.391969e+06 5.175221e-01 2.294278e+06 4.963857e-01 2.414398e+06 5.223747e-01 2.301876e+06 4.980297e-01 2.350627e+04 5.085774e-03 2.276512e+04 4.925419e-03 2.360612e+04 5.107377e-03 2.287429e+04 4.949040e-03 
 3 6.909180e+05 1.494858e-01 1.028879e+06 2.226064e-01 9.194261e+05 1.989253e-01 1.209107e+06 2.616001e-01 9.528803e+05 2.061634e-01 9.004960e+03 1.948297e-03 2.152914e+03 4.658005e-04 9.052780e+03 1.958643e-03 2.496390e+03 5.401145e-04 
 4 2.867437e+05 6.203934e-02 6.290103e+05 1.360915e-01 1.084552e+05 2.346517e-02 5.018014e+05 1.085688e-01 1.139190e+05 2.464730e-02 3.548923e+02 7.678384e-05 3.447791e+01 7.459577e-06 4.761747e+01 1.030243e-05 3.547351e+02 7.674983e-05 
 5 8.514277e+04 1.842133e-02 2.151637e+05 4.655243e-02 4.859601e+01 1.051414e-05 1.489998e+05 3.223733e-02 4.639381e+05 1.003768e-01 3.321475e+01 7.186282e-06 0.000000e+00 0.000000e+00 9.130729e-02 1.975508e-08 5.026844e+03 1.087599e-03 
 6 3.046981e+05 6.592391e-02 6.776551e+05 1.466162e-01 4.045724e+01 8.753254e-06 5.332216e+05 1.153668e-01 4.639437e+05 1.003780e-01 2.194948e+02 4.748949e-05 0.000000e+00 0.000000e+00 4.597057e+01 9.946109e-06 5.026844e+03 1.087599e-03 
 7 3.658685e+05 7.915864e-02 7.106119e+05 1.537467e-01 2.670489e+01 5.777821e-06 6.402699e+05 1.385276e-01 4.639354e+05 1.003762e-01 7.704320e+02 1.666893e-04 0.000000e+00 0.000000e+00 4.663689e+02 1.009027e-04 5.026844e+03 1.087599e-03 
 8 3.546574e+05 7.673302e-02 7.001725e+05 1.514880e-01 2.251922e+01 4.872217e-06 6.206504e+05 1.342828e-01 4.639280e+05 1.003746e-01 7.564042e+02 1.636542e-04 0.000000e+00 0.000000e+00 3.659571e+02 7.917780e-05 5.026844e+03 1.087599e-03 
 9 3.295529e+05 7.130145e-02 6.699181e+05 1.449422e-01 1.510560e+01 3.268221e-06 5.767175e+05 1.247775e-01 4.639257e+05 1.003741e-01 6.431738e+02 1.391559e-04 0.000000e+00 0.000000e+00 1.534527e+02 3.320075e-05 5.026844e+03 1.087599e-03 
10 3.221621e+05 6.970241e-02 6.663098e+05 1.441616e-01 1.117655e+01 2.418139e-06 5.637837e+05 1.219792e-01 4.639257e+05 1.003741e-01 6.055322e+02 1.310118e-04 0.000000e+00 0.000000e+00 1.228982e+02 2.659004e-05 5.026844e+03 1.087599e-03 
11 1.956668e+05 4.233411e-02 4.662620e+05 1.008796e-01 3.220579e+01 6.967986e-06 3.424169e+05 7.408469e-02 4.639257e+05 1.003741e-01 2.832663e+02 6.128698e-05 0.000000e+00 0.000000e+00 4.835496e+01 1.046199e-05 5.026844e+03 1.087599e-03 
12 3.494448e+05 7.560523e-02 6.729409e+05 1.455962e-01 1.436816e+05 3.108669e-02 6.115284e+05 1.323092e-01 1.845993e+05 3.993957e-02 8.068952e+02 1.745784e-04 2.002694e+02 4.332991e-05 4.115983e+02 8.905265e-05 5.484695e+02 1.186659e-04 
13 2.288821e+06 4.952052e-01 4.016860e+06 8.690805e-01 3.627121e+06 7.847572e-01 4.005437e+06 8.666091e-01 3.657023e+06 7.912267e-01 3.967629e+04 8.584289e-03 8.490856e+03 1.837066e-03 3.967028e+04 8.582988e-03 8.833446e+03 1.911188e-03 
14 4.555589e+05 9.856390e-02 7.527015e+05 1.628531e-01 3.468144e+05 7.503614e-02 7.972281e+05 1.724868e-01 4.189256e+05 9.063797e-02 2.119966e+03 4.586720e-04 3.638005e+03 7.871120e-04 3.032769e+03 6.561643e-04 3.970594e+03 8.590705e-04 
15 5.686715e+05 1.230367e-01 9.941051e+05 2.150827e-01 3.331453e+04 7.207871e-03 9.951751e+05 2.153143e-01 4.689671e+05 1.014649e-01 5.291696e+03 1.144902e-03 2.987106e+00 6.462848e-07 5.461770e+03 1.181699e-03 4.696966e+03 1.016227e-03 
16 1.738856e+05 3.762156e-02 4.904653e+05 1.061162e-01 1.960336e+05 4.241347e-02 3.042997e+05 6.583773e-02 2.136987e+05 4.623547e-02 1.160494e+01 2.510823e-06 1.018713e+01 2.204069e-06 0.000000e+00 0.000000e+00 1.608370e+02 3.479841e-05 
17 1.280588e+05 2.770657e-02 5.407709e+05 1.170002e-01 1.757754e+05 3.803044e-02 2.241029e+05 4.848649e-02 1.117851e+05 2.418561e-02 6.312552e+01 1.365772e-05 1.679357e+01 3.633427e-06 0.000000e+00 0.000000e+00 4.380263e+02 9.477057e-05 
