# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 3.610425e+05 6.786740e-02 7.964646e+05 1.497164e-01 2.778699e+03 5.223292e-04 6.318245e+05 1.187679e-01 5.244679e+05 9.858746e-02 1.463392e+03 2.750828e-04 1.581973e+00 2.973733e-07 4.129754e+02 7.762953e-05 5.077520e+03 9.544527e-04 
 1 2.929309e+05 5.506404e-02 7.265014e+05 1.365650e-01 2.168303e+03 4.075893e-04 5.126292e+05 9.636207e-02 5.238050e+05 9.846287e-02 8.242725e+02 1.549436e-04 1.508044e+00 2.834764e-07 2.039527e+01 3.833825e-06 5.077541e+03 9.544568e-04 
 2 3.308662e+05 6.219496e-02 7.616908e+05 1.431797e-01 1.083574e+05 2.036862e-02 5.790158e+05 1.088412e-01 1.076712e+05 2.023962e-02 1.366152e+03 2.568041e-04 2.901952e+02 5.454978e-05 1.220929e+02 2.295055e-05 1.269357e+02 2.386089e-05 
 3 1.219417e+06 2.292214e-01 2.085102e+06 3.919495e-01 2.043355e+06 3.841020e-01 2.133981e+06 4.011375e-01 2.033692e+06 3.822857e-01 2.021254e+04 3.799476e-03 1.124938e+04 2.114615e-03 2.034391e+04 3.824171e-03 1.127227e+04 2.118919e-03 
 4 1.063718e+06 1.999536e-01 1.822210e+06 3.425321e-01 1.800641e+06 3.384775e-01 1.861506e+06 3.499188e-01 1.779393e+06 3.344835e-01 1.749064e+04 3.287823e-03 9.934901e+03 1.867525e-03 1.754136e+04 3.297358e-03 9.875767e+03 1.856409e-03 
 5 8.814632e+04 1.656941e-02 2.448821e+05 4.603200e-02 4.946249e+05 9.297770e-02 1.542561e+05 2.899646e-02 4.498667e+05 8.456423e-02 9.127949e+01 1.715837e-05 6.071488e+02 1.141295e-04 2.658713e+00 4.997747e-07 5.646422e+02 1.061393e-04 
 6 3.080279e+05 5.790190e-02 7.494125e+05 1.408717e-01 0.000000e+00 0.000000e+00 5.390488e+05 1.013283e-01 5.343827e+05 1.004512e-01 4.067148e+02 7.645270e-05 0.000000e+00 0.000000e+00 3.658057e+01 6.876276e-06 5.199609e+03 9.774026e-04 
 7 3.727729e+05 7.007243e-02 7.968787e+05 1.497942e-01 0.000000e+00 0.000000e+00 6.523527e+05 1.226268e-01 5.343827e+05 1.004512e-01 1.310475e+03 2.463381e-04 0.000000e+00 0.000000e+00 4.531221e+02 8.517616e-05 5.199609e+03 9.774026e-04 
 8 3.584566e+05 6.738130e-02 7.845951e+05 1.474852e-01 0.000000e+00 0.000000e+00 6.272991e+05 1.179173e-01 5.343827e+05 1.004512e-01 1.232408e+03 2.316633e-04 0.000000e+00 0.000000e+00 3.200399e+02 6.015988e-05 5.199609e+03 9.774026e-04 
 9 3.207521e+05 6.029376e-02 7.486078e+05 1.407204e-01 0.000000e+00 0.000000e+00 5.613162e+05 1.055141e-01 5.343827e+05 1.004512e-01 1.169911e+03 2.199153e-04 0.000000e+00 0.000000e+00 6.762223e+01 1.271137e-05 5.199609e+03 9.774026e-04 
10 3.165590e+05 5.950555e-02 7.454625e+05 1.401292e-01 0.000000e+00 0.000000e+00 5.539783e+05 1.041347e-01 5.343827e+05 1.004512e-01 1.088618e+03 2.046343e-04 0.000000e+00 0.000000e+00 6.434130e+01 1.209463e-05 5.199609e+03 9.774026e-04 
11 2.210257e+05 4.154756e-02 5.248666e+05 9.866242e-02 3.514265e+05 6.605981e-02 3.867950e+05 7.270824e-02 3.421395e+05 6.431408e-02 6.175836e+02 1.160910e-04 7.827614e+02 1.471405e-04 1.462891e+02 2.749887e-05 7.178298e+02 1.349349e-04 
12 3.072834e+06 5.776195e-01 5.392746e+06 1.013708e+00 5.042862e+06 9.479379e-01 5.377459e+06 1.010834e+00 5.018792e+06 9.434134e-01 5.307488e+04 9.976813e-03 2.783226e+04 5.231802e-03 5.299994e+04 9.962727e-03 2.777179e+04 5.220435e-03 
13 3.914650e+05 7.358610e-02 7.757063e+05 1.458143e-01 2.250926e+05 4.231205e-02 6.850638e+05 1.287757e-01 2.584838e+05 4.858880e-02 1.843488e+03 3.465317e-04 1.219749e+03 2.292837e-04 1.012564e+03 1.903378e-04 1.363007e+03 2.562128e-04 
14 3.545482e+05 6.664661e-02 7.933601e+05 1.491328e-01 3.941467e+03 7.409019e-04 6.204593e+05 1.166316e-01 5.250523e+05 9.869732e-02 1.949417e+03 3.664439e-04 1.274573e+00 2.395894e-07 4.103282e+02 7.713193e-05 5.077834e+03 9.545118e-04 
15 5.944553e+05 1.117434e-01 1.118850e+06 2.103171e-01 1.332539e+04 2.504855e-03 1.040297e+06 1.955510e-01 5.347654e+05 1.005231e-01 6.987216e+03 1.313430e-03 1.432546e+00 2.692846e-07 5.965196e+03 1.121315e-03 5.078562e+03 9.546487e-04 
16 1.622434e+05 3.049789e-02 4.988393e+05 9.376991e-02 2.077659e+05 3.905503e-02 2.839259e+05 5.337131e-02 2.103922e+05 3.954872e-02 2.423836e+01 4.556234e-06 6.456167e+00 1.213606e-06 0.000000e+00 0.000000e+00 4.150324e+01 7.801621e-06 
