# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 4.251552e+05 1.043745e-01 7.620196e+05 1.870739e-01 1.457459e+04 3.578024e-03 7.440215e+05 1.826554e-01 5.852600e+05 1.436798e-01 1.837359e+03 4.510670e-04 4.158648e+00 1.020937e-06 2.052971e+03 5.039991e-04 5.879106e+03 1.443306e-03 
 1 3.491238e+05 8.570901e-02 6.754977e+05 1.658330e-01 8.976146e+03 2.203621e-03 6.109666e+05 1.499908e-01 5.787622e+05 1.420847e-01 8.058233e+02 1.978276e-04 3.316234e+00 8.141271e-07 3.643741e+02 8.945292e-05 5.878294e+03 1.443106e-03 
 2 3.830294e+05 9.403275e-02 7.103630e+05 1.743923e-01 9.975348e+03 2.448923e-03 6.703014e+05 1.645573e-01 5.814482e+05 1.427441e-01 1.284634e+03 3.153745e-04 3.361642e+00 8.252746e-07 9.095498e+02 2.232922e-04 5.878291e+03 1.443106e-03 
 3 3.630806e+05 8.913538e-02 6.956786e+05 1.707873e-01 0.000000e+00 0.000000e+00 6.353911e+05 1.559869e-01 6.396414e+05 1.570304e-01 9.149358e+02 2.246144e-04 0.000000e+00 0.000000e+00 4.644953e+02 1.140324e-04 6.559452e+03 1.610329e-03 
 4 3.322623e+05 8.156955e-02 6.575764e+05 1.614333e-01 8.215688e+04 2.016931e-02 5.814590e+05 1.427467e-01 1.207079e+05 2.963349e-02 6.896135e+02 1.692984e-04 4.248371e+01 1.042964e-05 3.235726e+02 7.943626e-05 7.094010e+02 1.741562e-04 
 5 1.062636e+06 2.608745e-01 1.864506e+06 4.577315e-01 1.579975e+06 3.878798e-01 1.859613e+06 4.565303e-01 1.606216e+06 3.943221e-01 1.836635e+04 4.508892e-03 1.984848e+03 4.872751e-04 1.835854e+04 4.506976e-03 2.599178e+03 6.380916e-04 
 6 3.784952e+05 9.291962e-02 7.384319e+05 1.812832e-01 1.051083e+05 2.580381e-02 6.623666e+05 1.626093e-01 1.406553e+05 3.453052e-02 8.811671e+02 2.163243e-04 6.509868e+01 1.598156e-05 7.192948e+02 1.765851e-04 7.222234e+02 1.773040e-04 
 7 4.529545e+05 1.111992e-01 7.847556e+05 1.926555e-01 1.422292e+05 3.491691e-02 7.926704e+05 1.945986e-01 2.553783e+05 6.269474e-02 2.012944e+03 4.941727e-04 7.539303e+01 1.850880e-05 2.561070e+03 6.287363e-04 1.113963e+03 2.734752e-04 
 8 4.295344e+05 1.054496e-01 7.666185e+05 1.882029e-01 2.197209e+01 5.394094e-06 7.516851e+05 1.845368e-01 6.393120e+05 1.569495e-01 1.854792e+03 4.553467e-04 0.000000e+00 0.000000e+00 1.998502e+03 4.906272e-04 6.559452e+03 1.610329e-03 
 9 4.039709e+05 9.917384e-02 7.144243e+05 1.753894e-01 9.421591e+04 2.312977e-02 7.069491e+05 1.735542e-01 1.588291e+05 3.899215e-02 1.403583e+03 3.445761e-04 8.179775e+01 2.008114e-05 1.285179e+03 3.155082e-04 7.605220e+02 1.867062e-04 
