# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 2.408089e+05 3.925647e-02 6.293106e+05 1.025897e-01 1.955751e+04 3.188249e-03 4.214156e+05 6.869882e-02 3.081525e+05 5.023477e-02 3.520280e+03 5.738730e-04 3.330317e+00 5.429055e-07 4.939581e+01 8.052464e-06 2.807281e+03 4.576406e-04 
 1 1.785614e+05 2.910893e-02 5.828938e+05 9.502286e-02 5.114010e+03 8.336816e-04 3.124825e+05 5.094063e-02 2.944283e+05 4.799746e-02 3.187869e+03 5.196837e-04 1.786321e+00 2.912045e-07 9.766940e-01 1.592198e-07 2.806394e+03 4.574959e-04 
 2 2.032138e+05 3.312775e-02 5.932340e+05 9.670851e-02 6.555676e+03 1.068701e-03 3.556242e+05 5.797356e-02 2.946155e+05 4.802797e-02 3.095971e+03 5.047027e-04 2.802462e+00 4.568549e-07 7.274269e+00 1.185845e-06 2.806480e+03 4.575099e-04 
 3 2.029114e+05 3.307844e-02 5.974463e+05 9.739520e-02 7.468303e+04 1.217477e-02 3.550949e+05 5.788727e-02 1.524194e+05 2.484729e-02 3.382283e+03 5.513770e-04 4.958400e+01 8.083141e-06 4.471270e+00 7.289027e-07 1.060424e+03 1.728695e-04 
 4 4.728041e+06 7.707612e-01 8.143336e+06 1.327520e+00 6.967133e+06 1.135776e+00 8.274071e+06 1.348832e+00 6.989372e+06 1.139402e+00 8.197546e+04 1.336357e-02 9.262127e+03 1.509904e-03 8.310153e+04 1.354714e-02 1.018401e+04 1.660188e-03 
 5 4.935753e+04 8.046224e-03 1.372242e+05 2.237018e-02 4.063849e+05 6.624853e-02 8.637569e+04 1.408089e-02 4.656857e+05 7.591569e-02 6.080417e+02 9.912245e-05 3.684098e+02 6.005786e-05 1.619063e+01 2.639383e-06 1.282714e+03 2.091069e-04 
 6 2.556338e+05 4.167320e-02 5.964450e+05 9.723196e-02 0.000000e+00 0.000000e+00 4.473591e+05 7.292811e-02 3.617847e+05 5.897783e-02 2.667050e+03 4.347802e-04 0.000000e+00 0.000000e+00 1.201427e+02 1.958556e-05 3.804767e+03 6.202499e-04 
 7 2.835535e+05 4.622465e-02 6.128145e+05 9.990050e-02 0.000000e+00 0.000000e+00 4.962186e+05 8.089314e-02 3.617847e+05 5.897783e-02 2.989031e+03 4.872694e-04 0.000000e+00 0.000000e+00 3.146298e+02 5.129068e-05 3.804767e+03 6.202499e-04 
 8 2.622406e+05 4.275024e-02 6.022218e+05 9.817369e-02 0.000000e+00 0.000000e+00 4.589211e+05 7.481292e-02 3.617847e+05 5.897783e-02 3.155790e+03 5.144542e-04 0.000000e+00 0.000000e+00 1.867569e+02 3.044495e-05 3.804767e+03 6.202499e-04 
 9 1.867665e+05 3.044652e-02 5.916865e+05 9.645623e-02 0.000000e+00 0.000000e+00 3.268414e+05 5.328142e-02 3.617847e+05 5.897783e-02 3.261661e+03 5.317133e-04 0.000000e+00 0.000000e+00 1.735570e+00 2.829312e-07 3.804767e+03 6.202499e-04 
10 1.982927e+05 3.232551e-02 5.867658e+05 9.565407e-02 8.077776e+04 1.316832e-02 3.470123e+05 5.656965e-02 1.437884e+05 2.344026e-02 3.445759e+03 5.617247e-04 6.402833e+01 1.043785e-05 3.375069e+00 5.502010e-07 1.053925e+03 1.718100e-04 
11 2.296535e+05 3.743791e-02 4.202003e+05 6.850069e-02 4.768552e+05 7.773654e-02 4.018936e+05 6.551635e-02 5.378408e+05 8.767835e-02 1.994560e+03 3.251516e-04 5.972859e+02 9.736904e-05 2.224444e+03 3.626270e-04 1.530406e+03 2.494856e-04 
12 1.699658e+06 2.770768e-01 2.807414e+06 4.576622e-01 2.619273e+06 4.269917e-01 2.974401e+06 4.848843e-01 2.645828e+06 4.313207e-01 2.839789e+04 4.629401e-03 3.508668e+03 5.719801e-04 2.985743e+04 4.867333e-03 4.449496e+03 7.253531e-04 
13 2.419907e+05 3.944912e-02 6.146812e+05 1.002048e-01 1.066703e+05 1.738930e-02 4.234838e+05 6.903597e-02 1.834050e+05 2.989853e-02 3.607193e+03 5.880416e-04 7.715452e+01 1.257767e-05 9.737710e+01 1.587433e-05 1.110632e+03 1.810543e-04 
14 3.209199e+05 5.231609e-02 7.075607e+05 1.153459e-01 3.010239e+04 4.907267e-03 5.616098e+05 9.155315e-02 3.291979e+05 5.366557e-02 4.614684e+03 7.522819e-04 5.784252e+00 9.429439e-07 6.551829e+02 1.068074e-04 2.810954e+03 4.582394e-04 
15 7.781981e+05 1.268612e-01 1.321636e+06 2.154520e-01 1.334490e+05 2.175474e-02 1.361847e+06 2.220071e-01 4.469447e+05 7.286054e-02 9.814607e+03 1.599969e-03 1.478225e+01 2.409790e-06 6.605560e+03 1.076833e-03 2.823357e+03 4.602613e-04 
16 3.335226e+05 5.437057e-02 7.211751e+05 1.175654e-01 2.413057e+05 3.933745e-02 5.836645e+05 9.514850e-02 3.624816e+05 5.909144e-02 4.206916e+00 6.858079e-07 1.730967e+01 2.821808e-06 0.000000e+00 0.000000e+00 1.036580e+03 1.689824e-04 
17 1.952145e+05 3.182370e-02 6.205811e+05 1.011666e-01 8.955031e+04 1.459842e-02 3.416253e+05 5.569147e-02 1.974544e+05 3.218885e-02 9.235163e+01 1.505509e-05 5.976237e+00 9.742411e-07 0.000000e+00 0.000000e+00 1.334814e+03 2.176003e-04 
18 2.611013e+05 4.256451e-02 6.241805e+05 1.017534e-01 1.669221e+05 2.721150e-02 4.569272e+05 7.448789e-02 2.653419e+05 4.325582e-02 1.567611e+02 2.555507e-05 5.630087e+01 9.178120e-06 2.035178e+01 3.317730e-06 7.702546e+02 1.255663e-04 
19 1.466408e+06 2.390525e-01 2.545458e+06 4.149585e-01 1.915195e+06 3.122134e-01 2.566213e+06 4.183419e-01 2.122658e+06 3.460340e-01 2.567739e+04 4.185907e-03 8.360245e+02 1.362880e-04 2.574077e+04 4.196239e-03 1.595938e+03 2.601684e-04 
20 5.933670e+04 9.673020e-03 1.377301e+05 2.245264e-02 2.509793e+05 4.091444e-02 1.038392e+05 1.692778e-02 4.841705e+05 7.892906e-02 3.817122e+02 6.222640e-05 1.022831e+02 1.667411e-05 7.914562e+01 1.290225e-05 8.802198e+02 1.434927e-04 
21 2.515368e+05 4.100532e-02 6.212596e+05 1.012772e-01 2.695318e+05 4.393885e-02 4.401894e+05 7.175931e-02 3.197739e+05 5.212927e-02 7.245531e+02 1.181160e-04 2.057381e+02 3.353925e-05 9.073051e+01 1.479081e-05 5.600580e+02 9.130018e-05 
22 5.261499e+04 8.577251e-03 1.333864e+05 2.174454e-02 3.800528e+04 6.195589e-03 9.207623e+04 1.501019e-02 1.574726e+05 2.567104e-02 3.446174e+02 5.617924e-05 6.226744e+00 1.015079e-06 2.230156e+01 3.635581e-06 1.027157e+03 1.674463e-04 
23 2.031344e+05 3.311480e-02 6.875199e+05 1.120789e-01 9.684182e+04 1.578707e-02 3.554852e+05 5.795090e-02 1.509318e+05 2.460478e-02 1.845369e+03 3.008306e-04 1.246339e+01 2.031772e-06 1.024367e+00 1.669914e-07 1.019713e+03 1.662327e-04 
24 1.514273e+05 2.468555e-02 5.588174e+05 9.109794e-02 5.271111e+04 8.592921e-03 2.649977e+05 4.319971e-02 1.084948e+05 1.768674e-02 9.792471e+02 1.596360e-04 7.048419e+00 1.149027e-06 2.431712e-01 3.964157e-08 1.016346e+03 1.656839e-04 
25 1.047105e+05 1.706982e-02 3.983044e+05 6.493125e-02 1.576079e+04 2.569311e-03 1.832434e+05 2.987218e-02 1.772329e+05 2.889235e-02 7.969556e+02 1.299190e-04 2.317691e+00 3.778280e-07 1.840387e-01 3.000184e-08 1.421114e+03 2.316688e-04 
26 1.469624e+05 2.395769e-02 5.319247e+05 8.671392e-02 1.181703e+03 1.926402e-04 2.571842e+05 4.192595e-02 2.038221e+05 3.322691e-02 7.664270e+02 1.249423e-04 7.488405e-02 1.220754e-08 0.000000e+00 0.000000e+00 1.732860e+03 2.824893e-04 
27 1.733516e+05 2.825964e-02 5.963483e+05 9.721620e-02 8.168825e+02 1.331675e-04 3.033654e+05 4.945437e-02 2.050696e+05 3.343027e-02 3.902572e+02 6.361940e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.737780e+03 2.832914e-04 
28 7.811251e+04 1.273383e-02 2.284315e+05 3.723871e-02 1.825943e+02 2.976637e-05 1.366969e+05 2.228421e-02 2.049279e+05 3.340717e-02 4.188036e+02 6.827301e-05 0.000000e+00 0.000000e+00 4.143736e+01 6.755084e-06 1.737780e+03 2.832914e-04 
29 6.860434e+04 1.118382e-02 2.048532e+05 3.339500e-02 6.949710e+02 1.132936e-04 1.200576e+05 1.957169e-02 2.039937e+05 3.325489e-02 4.024789e+02 6.561176e-05 5.348348e-03 8.718832e-10 2.531441e+01 4.126734e-06 1.732812e+03 2.824815e-04 
30 2.319561e+05 3.781330e-02 5.943729e+05 9.689417e-02 7.942303e+03 1.294747e-03 4.059233e+05 6.617327e-02 1.712763e+05 2.792132e-02 3.175039e+01 5.175923e-06 3.708856e-01 6.046146e-08 0.000000e+00 0.000000e+00 1.420312e+03 2.315380e-04 
31 2.706843e+05 4.412672e-02 7.385499e+05 1.203978e-01 2.858385e+05 4.659714e-02 4.736975e+05 7.722177e-02 2.897600e+05 4.723644e-02 1.353180e+04 2.205942e-03 2.069604e+01 3.373851e-06 0.000000e+00 0.000000e+00 1.026546e+03 1.673467e-04 
