# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 3.278878e+05 5.906850e-02 6.153132e+05 1.108477e-01 8.092605e+04 1.457871e-02 5.738037e+05 1.033699e-01 2.525865e+05 4.550307e-02 3.334753e+03 6.007507e-04 2.366935e+01 4.263998e-06 1.904518e+03 3.430960e-04 2.026532e+03 3.650767e-04 
 1 2.486834e+05 4.479994e-02 5.365641e+05 9.666121e-02 3.824299e+04 6.889417e-03 4.351960e+05 7.839990e-02 1.992669e+05 3.589763e-02 2.342174e+03 4.219390e-04 1.417487e+01 2.553582e-06 5.190555e+02 9.350708e-05 2.015950e+03 3.631703e-04 
 2 2.649951e+05 4.773847e-02 5.490849e+05 9.891682e-02 4.127412e+04 7.435471e-03 4.637414e+05 8.354233e-02 2.011110e+05 3.622984e-02 2.464446e+03 4.439662e-04 1.518847e+01 2.736180e-06 7.404802e+02 1.333964e-04 2.016539e+03 3.632765e-04 
 3 2.545164e+05 4.585075e-02 5.484328e+05 9.879935e-02 2.507158e+04 4.516608e-03 4.454038e+05 8.023882e-02 3.016941e+05 5.434974e-02 2.530158e+03 4.558043e-04 2.313831e+01 4.168333e-06 5.324409e+02 9.591843e-05 2.471398e+03 4.452186e-04 
 4 1.880438e+06 3.387581e-01 3.183411e+06 5.734868e-01 1.595265e+06 2.873847e-01 3.290766e+06 5.928266e-01 1.845804e+06 3.325188e-01 3.107992e+04 5.599000e-03 4.433462e+02 7.986815e-05 3.199326e+04 5.763537e-03 2.889849e+03 5.206019e-04 
 5 5.617515e+04 1.011987e-02 1.306349e+05 2.353368e-02 1.681780e+05 3.029701e-02 9.830652e+04 1.770977e-02 4.240703e+05 7.639564e-02 5.518301e+02 9.941137e-05 4.263161e+01 7.680021e-06 1.322415e+02 2.382311e-05 2.487461e+03 4.481123e-04 
 6 2.977149e+05 5.363288e-02 5.923776e+05 1.067159e-01 7.819088e+03 1.408597e-03 5.210010e+05 9.385755e-02 4.595827e+05 8.279313e-02 3.183446e+03 5.734931e-04 3.059218e+00 5.511136e-07 1.180249e+03 2.126200e-04 4.300686e+03 7.747621e-04 
 7 3.153579e+05 5.681125e-02 5.920858e+05 1.066634e-01 3.353604e+02 6.041468e-05 5.518763e+05 9.941969e-02 4.662832e+05 8.400021e-02 3.097690e+03 5.580442e-04 0.000000e+00 0.000000e+00 1.477190e+03 2.661136e-04 4.457367e+03 8.029879e-04 
 8 3.004069e+05 5.411785e-02 5.813070e+05 1.047216e-01 3.616340e+02 6.514783e-05 5.257121e+05 9.470624e-02 4.662723e+05 8.399825e-02 3.044329e+03 5.484313e-04 0.000000e+00 0.000000e+00 1.318404e+03 2.375086e-04 4.457367e+03 8.029879e-04 
 9 2.491806e+05 4.488950e-02 5.380698e+05 9.693247e-02 2.413105e+02 4.347173e-05 4.360660e+05 7.855663e-02 4.660828e+05 8.396412e-02 2.368881e+03 4.267503e-04 0.000000e+00 0.000000e+00 4.872249e+02 8.777284e-05 4.457367e+03 8.029879e-04 
10 2.607567e+05 4.697493e-02 5.350117e+05 9.638155e-02 2.858080e+04 5.148788e-03 4.563243e+05 8.220613e-02 3.058239e+05 5.509371e-02 2.502654e+03 4.508493e-04 2.384603e+01 4.295826e-06 7.131258e+02 1.284685e-04 2.472354e+03 4.453909e-04 
11 1.143845e+06 2.060619e-01 1.946554e+06 3.506689e-01 9.890200e+05 1.781705e-01 2.001728e+06 3.606083e-01 1.234081e+06 2.223179e-01 1.890346e+04 3.405430e-03 2.797138e+02 5.039002e-05 1.946778e+04 3.507092e-03 2.724178e+03 4.907566e-04 
12 2.971444e+05 5.353013e-02 5.449820e+05 9.817770e-02 4.480807e+04 8.072107e-03 5.200028e+05 9.367772e-02 3.241615e+05 5.839720e-02 2.556152e+03 4.604870e-04 2.576179e+01 4.640948e-06 1.671665e+03 3.011480e-04 2.480232e+03 4.468101e-04 
13 3.020407e+05 5.441218e-02 5.759424e+05 1.037552e-01 3.333870e+04 6.005917e-03 5.285712e+05 9.522131e-02 3.266606e+05 5.884741e-02 2.916998e+03 5.254928e-04 2.156928e+01 3.885674e-06 1.466905e+03 2.642607e-04 2.632313e+03 4.742073e-04 
14 3.890390e+05 7.008480e-02 6.756089e+05 1.217099e-01 1.497935e+05 2.698508e-02 6.808183e+05 1.226484e-01 3.324022e+05 5.988175e-02 3.960245e+03 7.134322e-04 3.763219e+01 6.779383e-06 2.953449e+03 5.320594e-04 2.036608e+03 3.668919e-04 
15 8.852625e+05 1.594787e-01 1.294915e+06 2.332770e-01 5.676299e+05 1.022577e-01 1.549209e+06 2.790878e-01 8.688897e+05 1.565292e-01 8.818260e+03 1.588596e-03 1.185742e+02 2.136097e-05 1.020430e+04 1.838290e-03 2.136329e+03 3.848565e-04 
16 2.982913e+05 5.373673e-02 6.565211e+05 1.182713e-01 1.878289e+05 3.383710e-02 5.220098e+05 9.403928e-02 3.097296e+05 5.579733e-02 1.221363e+01 2.200267e-06 1.450830e+01 2.613649e-06 1.646024e+01 2.965287e-06 8.479374e+02 1.527546e-04 
17 1.819272e+05 3.277391e-02 5.724698e+05 1.031296e-01 5.944911e+04 1.070967e-02 3.183726e+05 5.735435e-02 1.788632e+05 3.222194e-02 5.936535e+01 1.069458e-05 5.307285e+00 9.560995e-07 9.657322e+00 1.739752e-06 1.047605e+03 1.887245e-04 
18 1.700051e+05 3.062616e-02 5.601122e+05 1.009034e-01 2.872097e+01 5.174040e-06 2.975089e+05 5.359577e-02 1.925473e+05 3.468710e-02 1.121857e+02 2.021008e-05 0.000000e+00 0.000000e+00 7.700225e+00 1.387184e-06 1.691148e+03 3.046578e-04 
19 5.420514e+04 9.764975e-03 1.387808e+05 2.500114e-02 3.978765e+00 7.167685e-07 9.485900e+04 1.708871e-02 1.925464e+05 3.468695e-02 3.166543e+02 5.704479e-05 0.000000e+00 0.000000e+00 6.529543e+01 1.176287e-05 1.691148e+03 3.046578e-04 
20 6.003169e+04 1.081462e-02 1.328769e+05 2.393758e-02 7.517655e+00 1.354294e-06 1.050555e+05 1.892558e-02 1.925496e+05 3.468752e-02 4.600931e+02 8.288509e-05 0.000000e+00 0.000000e+00 1.741220e+02 3.136782e-05 1.691148e+03 3.046578e-04 
21 1.615455e+05 2.910218e-02 5.732064e+05 1.032623e-01 4.402957e+04 7.931860e-03 2.827047e+05 5.092882e-02 1.541531e+05 2.777044e-02 5.439100e+02 9.798458e-05 7.198399e+00 1.296781e-06 6.795647e+00 1.224226e-06 1.045975e+03 1.884308e-04 
22 5.614390e+04 1.011424e-02 1.287972e+05 2.320262e-02 3.705271e+04 6.674990e-03 9.825182e+04 1.769992e-02 1.542635e+05 2.779034e-02 3.786432e+02 6.821200e-05 7.315319e+00 1.317844e-06 1.057225e+02 1.904575e-05 8.338768e+02 1.502217e-04 
23 1.668667e+05 3.006079e-02 5.703559e+05 1.027488e-01 5.238393e+04 9.436886e-03 2.920167e+05 5.260638e-02 1.276200e+05 2.299056e-02 4.874198e+02 8.780794e-05 1.087460e+01 1.959043e-06 7.996747e+00 1.440602e-06 8.326285e+02 1.499968e-04 
24 1.541628e+05 2.777219e-02 5.242320e+05 9.443960e-02 3.644152e+04 6.564885e-03 2.697848e+05 4.860133e-02 1.094617e+05 1.971937e-02 7.530840e+02 1.356670e-04 8.699629e+00 1.567225e-06 8.047770e+00 1.449794e-06 8.300749e+02 1.495368e-04 
25 1.185677e+05 2.135979e-02 3.767280e+05 6.786698e-02 1.764147e+05 3.178084e-02 2.074934e+05 3.737963e-02 2.845061e+05 5.125335e-02 7.189065e+02 1.295099e-04 1.214194e+02 2.187352e-05 1.814838e+01 3.269403e-06 8.307960e+02 1.496667e-04 
26 1.876570e+06 3.380612e-01 3.256925e+06 5.867301e-01 2.482267e+06 4.471766e-01 3.283997e+06 5.916071e-01 2.629107e+06 4.736296e-01 3.216411e+04 5.794317e-03 1.318372e+03 2.375028e-04 3.192166e+04 5.750640e-03 2.199990e+03 3.963248e-04 
27 1.857556e+05 3.346359e-02 5.517329e+05 9.939386e-02 1.195052e+05 2.152868e-02 3.250723e+05 5.856129e-02 1.861318e+05 3.353137e-02 2.276738e+02 4.101510e-05 2.728591e+01 4.915516e-06 9.366397e+00 1.687342e-06 8.848828e+02 1.594103e-04 
28 2.199877e+05 3.963046e-02 4.024663e+05 7.250369e-02 3.361910e+05 6.056430e-02 3.849785e+05 6.935331e-02 5.585831e+05 1.006279e-01 2.892686e+03 5.211131e-04 1.854491e+02 3.340837e-05 2.798592e+03 5.041622e-04 1.103817e+03 1.988510e-04 
29 7.958255e+04 1.433668e-02 2.022586e+05 3.643658e-02 2.164385e+05 3.899107e-02 1.392695e+05 2.508918e-02 4.126673e+05 7.434139e-02 4.486403e+02 8.082188e-05 9.706816e+01 1.748668e-05 1.706323e+02 3.073916e-05 1.013180e+03 1.825229e-04 
30 2.132284e+05 3.841278e-02 5.441652e+05 9.803054e-02 9.483413e+04 1.708423e-02 3.731497e+05 6.722237e-02 1.340551e+05 2.414982e-02 1.442953e+01 2.599458e-06 6.773351e+00 1.220209e-06 1.352320e+01 2.436185e-06 6.530992e+02 1.176548e-04 
31 2.365980e+05 4.262278e-02 6.504167e+05 1.171716e-01 2.548418e+05 4.590936e-02 4.140465e+05 7.458986e-02 2.679603e+05 4.827265e-02 3.807489e+04 6.859135e-03 2.562612e+01 4.616507e-06 9.256924e+00 1.667621e-06 8.455974e+02 1.523331e-04 
