# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 4.499559e+05 5.905010e-02 9.710147e+05 1.274314e-01 1.761863e+03 2.312186e-04 7.874227e+05 1.033377e-01 6.644498e+05 8.719928e-02 1.432479e+03 1.879919e-04 8.493301e-01 1.114621e-07 3.971958e+02 5.212612e-05 6.670247e+03 8.753719e-04 
 1 3.697139e+05 4.851952e-02 8.979635e+05 1.178445e-01 1.381859e+03 1.813486e-04 6.469994e+05 8.490916e-02 6.638862e+05 8.712531e-02 8.695606e+02 1.141171e-04 6.976242e-01 9.155294e-08 1.477291e+01 1.938728e-06 6.670247e+03 8.753719e-04 
 2 4.106455e+05 5.389119e-02 9.386537e+05 1.231845e-01 1.583488e+03 2.078095e-04 7.186297e+05 9.430959e-02 6.641048e+05 8.715401e-02 1.433716e+03 1.881542e-04 7.898237e-01 1.036528e-07 9.790107e+01 1.284808e-05 6.670247e+03 8.753719e-04 
 3 4.711175e+05 6.182725e-02 9.457026e+05 1.241096e-01 2.264939e+05 2.972400e-02 8.244556e+05 1.081977e-01 2.468138e+05 3.239069e-02 1.460423e+03 1.916591e-04 1.423290e+03 1.867859e-04 5.320412e+02 6.982259e-05 1.406806e+03 1.846226e-04 
 4 4.526851e+06 5.940827e-01 7.908530e+06 1.037878e+00 7.458192e+06 9.787781e-01 7.921989e+06 1.039645e+00 7.430010e+06 9.750797e-01 7.916954e+04 1.038984e-02 5.556345e+04 7.291887e-03 7.935017e+04 1.041354e-02 5.541597e+04 7.272532e-03 
 5 1.301629e+05 1.708196e-02 3.265240e+05 4.285148e-02 6.819855e+05 8.950058e-02 2.277850e+05 2.989343e-02 6.351981e+05 8.336042e-02 1.736609e+02 2.279045e-05 1.682537e+03 2.208083e-04 1.215050e+01 1.594574e-06 1.339626e+03 1.758063e-04 
 6 4.003659e+05 5.254214e-02 9.448621e+05 1.239993e-01 0.000000e+00 0.000000e+00 7.006403e+05 9.194875e-02 6.717859e+05 8.816204e-02 4.044232e+02 5.307461e-05 0.000000e+00 0.000000e+00 3.309000e+01 4.342577e-06 6.788103e+03 8.908388e-04 
 7 4.668350e+05 6.126523e-02 9.677700e+05 1.270056e-01 0.000000e+00 0.000000e+00 8.169612e+05 1.072142e-01 6.717859e+05 8.816204e-02 1.178817e+03 1.547024e-04 0.000000e+00 0.000000e+00 4.603544e+02 6.041475e-05 6.788103e+03 8.908388e-04 
 8 4.478639e+05 5.877556e-02 9.529348e+05 1.250587e-01 0.000000e+00 0.000000e+00 7.837619e+05 1.028572e-01 6.717859e+05 8.816204e-02 1.219254e+03 1.600092e-04 0.000000e+00 0.000000e+00 2.963562e+02 3.889240e-05 6.788103e+03 8.908388e-04 
 9 4.077613e+05 5.351269e-02 9.276205e+05 1.217366e-01 0.000000e+00 0.000000e+00 7.135824e+05 9.364720e-02 6.717859e+05 8.816204e-02 1.314086e+03 1.724545e-04 0.000000e+00 0.000000e+00 7.150371e+01 9.383812e-06 6.788103e+03 8.908388e-04 
