# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 1.835866e+05 3.045970e-02 5.727328e+05 9.502470e-02 1.444177e+04 2.396099e-03 3.212766e+05 5.330447e-02 2.046179e+05 3.394909e-02 4.321187e+03 7.169478e-04 2.006710e+00 3.329423e-07 2.091376e+03 3.469897e-04 2.132086e-305 3.537440e-312 
 1 1.228868e+05 2.038872e-02 5.414707e+05 8.983787e-02 3.691858e+03 6.125330e-04 2.150520e+05 3.568025e-02 1.928900e+05 3.200327e-02 4.047322e+03 6.715097e-04 1.450164e+00 2.406032e-07 0.000000e+00 0.000000e+00 3.636126e-318 0.000000e+00 
 2 1.353380e+05 2.245455e-02 5.524461e+05 9.165885e-02 4.405239e+03 7.308933e-04 2.368415e+05 3.929546e-02 1.926461e+05 3.196279e-02 3.763243e+03 6.243767e-04 1.895542e+00 3.144980e-07 1.048615e+02 1.739805e-05 9.696335e-318 0.000000e+00 
 3 1.293377e+05 2.145901e-02 5.551408e+05 9.210594e-02 6.456556e+04 1.071237e-02 2.263410e+05 3.755327e-02 1.125988e+05 1.868179e-02 4.120768e+03 6.836953e-04 4.662757e+01 7.736193e-06 0.000000e+00 0.000000e+00 2.121353e-305 3.519634e-312 
 4 4.451141e+06 7.385091e-01 7.622766e+06 1.264728e+00 6.734125e+06 1.117289e+00 7.789497e+06 1.292391e+00 6.778036e+06 1.124575e+00 7.762339e+04 1.287885e-02 1.128864e+04 1.872949e-03 7.755476e+06 1.286746e+00 2.132086e-305 3.537440e-312 
 5 3.180474e+04 5.276869e-03 1.283000e+05 2.128684e-02 4.295868e+05 7.127471e-02 5.565829e+04 9.234521e-03 4.367524e+05 7.246358e-02 8.299732e+02 1.377046e-04 6.039886e+02 1.002105e-04 1.617015e+01 2.682862e-06 7.272251e-318 0.000000e+00 
 6 1.582261e+05 2.625201e-02 5.465281e+05 9.067697e-02 0.000000e+00 0.000000e+00 2.768956e+05 4.594101e-02 2.324560e+05 3.856783e-02 4.112543e+03 6.823307e-04 0.000000e+00 0.000000e+00 4.173456e+02 6.924371e-05 7.360471e-312 1.221207e-318 
 7 1.806288e+05 2.996894e-02 5.630100e+05 9.341155e-02 0.000000e+00 0.000000e+00 3.161003e+05 5.244564e-02 2.324560e+05 3.856783e-02 3.978936e+03 6.601635e-04 0.000000e+00 0.000000e+00 1.731540e+03 2.872877e-04 2.121315e-305 3.519570e-312 
 8 1.651552e+05 2.740165e-02 5.486717e+05 9.103261e-02 0.000000e+00 0.000000e+00 2.890216e+05 4.795289e-02 2.324560e+05 3.856783e-02 4.051168e+03 6.721477e-04 0.000000e+00 0.000000e+00 8.099790e+02 1.343873e-04 0.000000e+00 0.000000e+00 
 9 1.233860e+05 2.047154e-02 5.440307e+05 9.026262e-02 0.000000e+00 0.000000e+00 2.159255e+05 3.582519e-02 2.324560e+05 3.856783e-02 3.760591e+03 6.239368e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.132086e-305 3.537440e-312 
10 1.307121e+05 2.168704e-02 5.360447e+05 8.893762e-02 7.103227e+04 1.178529e-02 2.287462e+05 3.795233e-02 1.137318e+05 1.886976e-02 3.860019e+03 6.404333e-04 5.984648e+01 9.929402e-06 0.000000e+00 0.000000e+00 2.132086e-305 3.537440e-312 
11 3.406190e+05 5.651365e-02 5.735223e+05 9.515570e-02 7.950166e+05 1.319048e-01 5.960833e+05 9.889889e-02 7.891331e+05 1.309287e-01 4.948171e+03 8.209736e-04 1.317903e+03 2.186592e-04 5.227052e+05 8.672440e-02 0.000000e+00 0.000000e+00 
12 9.309270e+05 1.544543e-01 1.428987e+06 2.370897e-01 1.627959e+06 2.701020e-01 1.629122e+06 2.702951e-01 1.637852e+06 2.717435e-01 1.502448e+04 2.492781e-03 2.721400e+03 4.515199e-04 1.598638e+06 2.652374e-01 4.675836e-313 7.757819e-320 
13 1.630977e+05 2.706027e-02 5.581641e+05 9.260755e-02 9.852347e+04 1.634648e-02 2.854209e+05 4.735548e-02 1.472967e+05 2.443867e-02 4.124834e+03 6.843700e-04 1.163397e+02 1.930245e-05 7.000266e+02 1.161446e-04 0.000000e+00 0.000000e+00 
14 2.263600e+05 3.755642e-02 6.208245e+05 1.030038e-01 2.150118e+04 3.567359e-03 3.961300e+05 6.572374e-02 2.183971e+05 3.623526e-02 4.543553e+03 7.538416e-04 1.735180e+00 2.878915e-07 1.121198e+04 1.860230e-03 7.373384e-312 1.223351e-318 
15 6.092541e+05 1.010841e-01 1.100892e+06 1.826540e-01 9.956442e+04 1.651919e-02 1.066195e+06 1.768972e-01 3.057057e+05 5.072102e-02 8.211384e+03 1.362388e-03 8.803286e+00 1.460593e-06 4.652913e+05 7.719860e-02 7.373413e-312 1.223356e-318 
16 2.212752e+05 3.671278e-02 6.194789e+05 1.027806e-01 3.277425e+05 5.437724e-02 3.872316e+05 6.424736e-02 3.201525e+05 5.311797e-02 2.635793e+01 4.373164e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.373403e-312 1.223356e-318 
17 2.493567e+05 4.137191e-02 6.038124e+05 1.001813e-01 3.869158e+05 6.419496e-02 4.363742e+05 7.240083e-02 4.075838e+05 6.762409e-02 3.071591e+02 5.096216e-05 1.224265e+03 2.031234e-04 4.422006e+03 7.336751e-04 1.363547e-318 0.000000e+00 
18 9.526058e+05 1.580512e-01 1.681897e+06 2.790511e-01 1.787272e+06 2.965344e-01 1.667060e+06 2.765895e-01 1.799950e+06 2.986379e-01 1.740510e+04 2.887759e-03 5.009997e+03 8.312314e-04 1.590176e+06 2.638334e-01 1.301420e-309 2.159245e-316 
19 3.122448e+04 5.180596e-03 1.298102e+05 2.153740e-02 2.719171e+05 4.511500e-02 5.464284e+04 9.066043e-03 4.503161e+05 7.471399e-02 4.838037e+02 8.027007e-05 8.120351e+02 1.347284e-04 0.000000e+00 0.000000e+00 4.848167e-318 0.000000e+00 
20 3.564991e+04 5.914838e-03 1.220323e+05 2.024694e-02 2.858134e+05 4.742060e-02 6.238734e+04 1.035097e-02 4.798977e+05 7.962202e-02 5.812622e+02 9.643985e-05 7.889879e+02 1.309046e-04 1.026999e+02 1.703941e-05 7.369161e-312 1.222649e-318 
21 4.452071e+06 7.386633e-01 7.748915e+06 1.285658e+00 7.002599e+06 1.161833e+00 7.791124e+06 1.292661e+00 7.118961e+06 1.181139e+00 7.929499e+04 1.315619e-02 2.607689e+04 4.326536e-03 7.755572e+06 1.286762e+00 2.121315e-305 3.519570e-312 
22 3.272013e+04 5.428745e-03 1.194634e+05 1.982072e-02 2.768576e+05 4.593470e-02 5.726022e+04 9.500304e-03 4.539322e+05 7.531395e-02 5.174872e+02 8.585866e-05 2.679444e+03 4.445588e-04 8.833606e+00 1.465624e-06 1.454450e-317 0.000000e+00 
23 8.244669e+04 1.367911e-02 5.777372e+05 9.585502e-02 7.582668e+03 1.258075e-03 1.442817e+05 2.393843e-02 7.765253e+04 1.288369e-02 1.792091e+03 2.973340e-04 6.314062e-01 1.047595e-07 0.000000e+00 0.000000e+00 7.372741e-312 1.223247e-318 
24 8.078751e+04 1.340382e-02 5.029639e+05 8.344903e-02 3.527361e+03 5.852405e-04 1.413781e+05 2.345669e-02 7.205988e+04 1.195578e-02 1.497292e+03 2.484226e-04 1.189542e+00 1.973623e-07 0.000000e+00 0.000000e+00 7.370359e-312 1.222852e-318 
25 5.494798e+04 9.116670e-03 3.553403e+05 5.895613e-02 2.678196e+03 4.443517e-04 9.615897e+04 1.595417e-02 7.926743e+04 1.315162e-02 1.159359e+03 1.923546e-04 6.750081e-01 1.119937e-07 0.000000e+00 0.000000e+00 2.132086e-305 3.537440e-312 
26 8.072962e+04 1.339422e-02 4.803662e+05 7.969975e-02 0.000000e+00 0.000000e+00 1.412768e+05 2.343988e-02 9.455163e+04 1.568749e-02 1.233949e+03 2.047301e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.132086e-305 3.537440e-312 
27 9.089565e+04 1.508091e-02 5.537231e+05 9.187073e-02 0.000000e+00 0.000000e+00 1.590674e+05 2.639159e-02 9.455163e+04 1.568749e-02 1.112291e+03 1.845453e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.362669e-312 1.221572e-318 
28 5.324152e+04 8.833544e-03 2.025395e+05 3.360425e-02 0.000000e+00 0.000000e+00 9.317267e+04 1.545870e-02 9.455163e+04 1.568749e-02 6.371007e+02 1.057043e-04 0.000000e+00 0.000000e+00 7.687482e+02 1.275465e-04 4.848167e-318 0.000000e+00 
29 4.564238e+04 7.572735e-03 1.831237e+05 3.038289e-02 0.000000e+00 0.000000e+00 7.987416e+04 1.325229e-02 9.455163e+04 1.568749e-02 6.209785e+02 1.030294e-04 0.000000e+00 0.000000e+00 3.198916e+02 5.307467e-05 7.368869e-312 1.222605e-318 
30 1.423844e+05 2.362364e-02 5.378486e+05 8.923692e-02 1.403955e+03 2.329365e-04 2.491726e+05 4.134137e-02 7.859564e+04 1.304016e-02 1.371309e+02 2.275202e-05 1.310794e-01 2.174799e-08 0.000000e+00 0.000000e+00 3.636126e-318 0.000000e+00 
31 1.680339e+05 2.787927e-02 5.710264e+05 9.474160e-02 1.075262e+05 1.784016e-02 2.940593e+05 4.878871e-02 1.502298e+05 2.492531e-02 6.576478e+03 1.091133e-03 1.358914e+01 2.254635e-06 0.000000e+00 0.000000e+00 5.605694e-318 0.000000e+00 
