# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 4.869444e+05 1.285991e-01 7.850842e+05 2.073360e-01 6.043571e+04 1.596071e-02 8.521527e+05 2.250484e-01 5.406669e+05 1.427869e-01 2.160364e+03 5.705393e-04 1.971863e+01 5.207572e-06 3.638691e+03 9.609565e-04 4.624541e+03 1.221314e-03 
 1 4.049245e+05 1.069381e-01 6.870338e+05 1.814415e-01 3.424615e+04 9.044202e-03 7.086178e+05 1.871417e-01 5.057960e+05 1.335777e-01 8.630749e+02 2.279329e-04 1.565569e+01 4.134574e-06 1.292739e+03 3.414046e-04 4.618445e+03 1.219704e-03 
 2 4.436718e+05 1.171711e-01 7.211230e+05 1.904443e-01 3.917860e+04 1.034684e-02 7.764257e+05 2.050494e-01 5.184534e+05 1.369205e-01 1.418402e+03 3.745915e-04 1.536891e+01 4.058837e-06 2.302818e+03 6.081606e-04 4.620721e+03 1.220305e-03 
 3 4.210904e+05 1.112074e-01 7.085710e+05 1.871294e-01 2.373239e+01 6.267583e-06 7.369081e+05 1.946130e-01 7.282973e+05 1.923390e-01 1.002580e+03 2.647754e-04 0.000000e+00 0.000000e+00 1.513410e+03 3.996824e-04 7.060895e+03 1.864740e-03 
 4 3.688062e+05 9.739952e-02 6.618146e+05 1.747813e-01 6.345796e+04 1.675887e-02 6.454109e+05 1.704492e-01 2.680003e+05 7.077729e-02 6.388268e+02 1.687103e-04 3.559860e+01 9.401378e-06 8.629063e+02 2.278884e-04 2.485824e+03 6.564913e-04 
 5 1.665845e+05 4.399397e-02 3.042265e+05 8.034439e-02 3.322252e+05 8.773870e-02 2.915228e+05 7.698944e-02 4.641211e+05 1.225716e-01 7.025921e+02 1.855504e-04 7.484029e+01 1.976487e-05 9.574319e+02 2.528520e-04 2.512731e+03 6.635972e-04 
 6 4.282871e+05 1.131081e-01 7.531794e+05 1.989102e-01 7.518029e+04 1.985467e-02 7.495025e+05 1.979391e-01 2.767255e+05 7.308156e-02 1.263454e+03 3.336707e-04 4.154727e+01 1.097239e-05 1.706139e+03 4.505810e-04 2.487075e+03 6.568217e-04 
 7 5.383472e+05 1.421743e-01 8.264965e+05 2.182728e-01 1.236818e+05 3.266362e-02 9.421075e+05 2.488050e-01 3.839239e+05 1.013920e-01 2.688497e+03 7.100159e-04 5.891161e+01 1.555821e-05 4.819249e+03 1.272735e-03 2.529007e+03 6.678957e-04 
 8 4.905637e+05 1.295550e-01 7.900303e+05 2.086423e-01 6.205161e+02 1.638746e-04 8.584866e+05 2.267212e-01 7.267664e+05 1.919347e-01 2.240427e+03 5.916834e-04 0.000000e+00 0.000000e+00 3.570351e+03 9.429084e-04 7.057356e+03 1.863805e-03 
 9 7.821603e+05 2.065639e-01 1.170435e+06 3.091050e-01 5.564468e+05 1.469543e-01 1.368781e+06 3.614868e-01 7.760057e+05 2.049385e-01 1.074119e+04 2.836684e-03 2.063760e+02 5.450266e-05 1.112277e+04 2.937457e-03 2.662235e+03 7.030804e-04 
