# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
18 1.360115e+05 2.767079e-02 5.509379e+05 1.120853e-01 8.499836e+00 1.729245e-06 2.380201e+05 4.842388e-02 1.054915e+05 2.146166e-02 3.573983e+02 7.271073e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.179016e+03 2.398644e-04 
19 4.231042e+04 8.607825e-03 1.302985e+05 2.650851e-02 0.000000e+00 0.000000e+00 7.404324e+04 1.506369e-02 1.054915e+05 2.146166e-02 3.565006e+02 7.252810e-05 0.000000e+00 0.000000e+00 1.004623e+01 2.043851e-06 1.179016e+03 2.398644e-04 
20 4.719016e+04 9.600580e-03 1.225635e+05 2.493488e-02 0.000000e+00 0.000000e+00 8.258277e+04 1.680101e-02 1.054915e+05 2.146166e-02 4.414153e+02 8.980353e-05 0.000000e+00 0.000000e+00 3.249912e+01 6.611768e-06 1.179016e+03 2.398644e-04 
21 1.268577e+05 2.580851e-02 5.562485e+05 1.131657e-01 2.316525e+05 4.712844e-02 2.220010e+05 4.516489e-02 1.300079e+05 2.644940e-02 1.039513e+03 2.114832e-04 1.814785e+02 3.692081e-05 0.000000e+00 0.000000e+00 1.357887e+02 2.762547e-05 
22 9.927179e+04 2.019630e-02 1.481032e+05 3.013079e-02 2.762913e+05 5.620996e-02 1.737256e+05 3.534353e-02 4.114215e+05 8.370146e-02 6.880176e+02 1.399734e-04 2.965238e+03 6.032615e-04 1.288220e+03 2.620813e-04 3.676708e+03 7.480063e-04 
23 1.713397e+05 3.485814e-02 5.339355e+05 1.086263e-01 2.296208e+05 4.671510e-02 2.998445e+05 6.100174e-02 2.098817e+05 4.269928e-02 6.987659e+02 1.421601e-04 1.898781e+02 3.862966e-05 0.000000e+00 0.000000e+00 1.858772e+02 3.781571e-05 
24 1.173212e+05 2.386837e-02 4.923922e+05 1.001745e-01 1.931430e+05 3.929389e-02 2.053122e+05 4.176964e-02 1.299353e+05 2.643464e-02 1.088842e+03 2.215189e-04 4.315963e+02 8.780591e-05 0.000000e+00 0.000000e+00 5.155086e+01 1.048774e-05 
25 8.137121e+04 1.655453e-02 3.533330e+05 7.188367e-02 9.430754e+03 1.918636e-03 1.423996e+05 2.897043e-02 1.101208e+05 2.240348e-02 9.225662e+02 1.876911e-04 1.467581e+00 2.985714e-07 0.000000e+00 0.000000e+00 1.048150e+03 2.132404e-04 
26 1.136307e+05 2.311755e-02 4.718883e+05 9.600309e-02 7.911031e+00 1.609456e-06 1.988537e+05 4.045571e-02 1.055095e+05 2.146533e-02 9.160097e+02 1.863572e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.179016e+03 2.398644e-04 
27 1.336141e+05 2.718307e-02 5.327430e+05 1.083837e-01 6.334634e+01 1.288747e-05 2.338248e+05 4.757037e-02 1.055468e+05 2.147291e-02 5.403869e+02 1.099388e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.179016e+03 2.398644e-04 
28 6.462277e+04 1.314715e-02 2.027594e+05 4.125030e-02 3.908339e+00 7.951302e-07 1.130898e+05 2.300751e-02 1.055088e+05 2.146519e-02 4.928809e+02 1.002739e-04 0.000000e+00 0.000000e+00 2.917705e+01 5.935912e-06 1.179016e+03 2.398644e-04 
29 5.715889e+04 1.162866e-02 1.824845e+05 3.712548e-02 4.130309e+00 8.402888e-07 1.000280e+05 2.035016e-02 1.055090e+05 2.146523e-02 4.686016e+02 9.533444e-05 0.000000e+00 0.000000e+00 1.869793e+01 3.803991e-06 1.179016e+03 2.398644e-04 
30 1.830770e+05 3.724601e-02 5.356108e+05 1.089671e-01 2.800896e+03 5.698269e-04 3.203847e+05 6.518052e-02 1.007251e+05 2.049197e-02 4.741325e+01 9.645968e-06 1.101045e+00 2.240016e-07 0.000000e+00 0.000000e+00 1.046973e+03 2.130009e-04 
31 1.980536e+05 4.029293e-02 6.021316e+05 1.225004e-01 4.143821e+05 8.430378e-02 3.465939e+05 7.051263e-02 3.281556e+05 6.676147e-02 1.891499e+04 3.848152e-03 3.072932e+02 6.251712e-05 0.000000e+00 0.000000e+00 3.292087e+02 6.697572e-05 
