# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 5.116887e+05 1.154922e-01 7.982455e+05 1.801703e-01 2.433701e+05 5.493055e-02 8.954552e+05 2.021113e-01 2.990474e+05 6.749737e-02 1.858807e+03 4.195473e-04 2.134262e+03 4.817197e-04 4.095360e+03 9.243551e-04 2.652597e+03 5.987120e-04 
 1 7.245160e+05 1.635290e-01 1.048592e+06 2.366756e-01 7.948658e+05 1.794075e-01 1.267903e+06 2.861757e-01 7.926026e+05 1.788967e-01 9.476149e+03 2.138842e-03 7.803833e+03 1.761387e-03 9.827233e+03 2.218084e-03 7.804846e+03 1.761615e-03 
 2 4.424989e+05 9.987548e-02 7.148461e+05 1.613464e-01 1.361164e+05 3.072255e-02 7.743730e+05 1.747821e-01 1.498605e+05 3.382470e-02 1.087330e+03 2.454189e-04 2.200600e+02 4.966928e-05 1.978646e+03 4.465960e-04 6.764157e+02 1.526724e-04 
 3 4.154458e+05 9.376938e-02 6.961836e+05 1.571341e-01 6.672362e+01 1.506005e-05 7.270301e+05 1.640964e-01 6.062190e+05 1.368284e-01 6.608855e+02 1.491671e-04 0.000000e+00 0.000000e+00 1.102672e+03 2.488817e-04 5.615802e+03 1.267531e-03 
 4 3.653266e+05 8.245709e-02 6.455184e+05 1.456986e-01 7.287274e+01 1.644795e-05 6.393215e+05 1.442999e-01 6.062062e+05 1.368255e-01 4.637885e+02 1.046807e-04 0.000000e+00 0.000000e+00 6.092375e+02 1.375097e-04 5.615802e+03 1.267531e-03 
 5 1.172199e+05 2.645745e-02 2.338396e+05 5.277944e-02 5.607882e+02 1.265743e-04 2.051348e+05 4.630054e-02 6.056943e+05 1.367100e-01 3.971130e+01 8.963154e-06 0.000000e+00 0.000000e+00 6.458227e+01 1.457673e-05 5.576971e+03 1.258766e-03 
 6 4.043935e+05 9.127479e-02 7.341977e+05 1.657142e-01 2.381188e+02 5.374530e-05 7.076885e+05 1.597309e-01 6.051064e+05 1.365773e-01 7.512712e+02 1.695678e-04 1.826703e-02 4.123013e-09 8.393019e+02 1.894371e-04 5.576971e+03 1.258766e-03 
 7 4.848452e+05 1.094334e-01 7.814872e+05 1.763878e-01 2.120318e+02 4.785725e-05 8.484792e+05 1.915084e-01 6.051592e+05 1.365892e-01 1.568428e+03 3.540066e-04 0.000000e+00 0.000000e+00 2.963629e+03 6.689144e-04 5.576971e+03 1.258766e-03 
 8 4.690007e+05 1.058571e-01 7.660815e+05 1.729106e-01 1.942272e+02 4.383860e-05 8.207512e+05 1.852500e-01 6.052195e+05 1.366028e-01 1.496949e+03 3.378732e-04 0.000000e+00 0.000000e+00 2.630493e+03 5.937229e-04 5.576971e+03 1.258766e-03 
 9 4.362716e+05 9.846994e-02 7.039791e+05 1.588936e-01 1.876590e+02 4.235612e-05 7.634753e+05 1.723224e-01 6.050804e+05 1.365714e-01 9.045897e+02 2.041730e-04 0.000000e+00 0.000000e+00 1.687087e+03 3.807888e-04 5.576971e+03 1.258766e-03 
10 4.257747e+05 9.610071e-02 6.961582e+05 1.571284e-01 1.686187e+02 3.805857e-05 7.451057e+05 1.681762e-01 6.049958e+05 1.365523e-01 8.640328e+02 1.950190e-04 0.000000e+00 0.000000e+00 1.486692e+03 3.355582e-04 5.576971e+03 1.258766e-03 
11 2.453703e+05 5.538201e-02 4.839316e+05 1.092272e-01 4.918442e+02 1.110131e-04 4.293980e+05 9.691851e-02 6.056822e+05 1.367072e-01 3.651712e+02 8.242203e-05 0.000000e+00 0.000000e+00 4.480372e+02 1.011255e-04 5.576971e+03 1.258766e-03 
12 4.176251e+05 9.426128e-02 6.918481e+05 1.561556e-01 6.728539e+01 1.518684e-05 7.308439e+05 1.649572e-01 6.062152e+05 1.368275e-01 8.611309e+02 1.943640e-04 0.000000e+00 0.000000e+00 1.460534e+03 3.296541e-04 5.615802e+03 1.267531e-03 
13 4.380022e+05 9.886056e-02 7.117377e+05 1.606448e-01 6.904774e+01 1.558462e-05 7.665039e+05 1.730060e-01 6.062233e+05 1.368294e-01 1.131963e+03 2.554931e-04 0.000000e+00 0.000000e+00 2.049642e+03 4.626203e-04 5.615802e+03 1.267531e-03 
14 4.928286e+05 1.112353e-01 7.595806e+05 1.714433e-01 2.180202e+05 4.920888e-02 8.624500e+05 1.946618e-01 2.753449e+05 6.214753e-02 1.740246e+03 3.927874e-04 1.099928e+03 2.482625e-04 3.753208e+03 8.471287e-04 2.345317e+03 5.293566e-04 
15 2.369746e+06 5.348704e-01 3.929035e+06 8.868142e-01 3.546692e+06 8.005163e-01 4.147056e+06 9.360231e-01 3.678368e+06 8.302367e-01 3.989683e+04 9.005029e-03 3.506933e+04 7.915424e-03 4.158772e+04 9.386677e-03 3.634184e+04 8.202640e-03 
16 1.796452e+05 4.054734e-02 4.867342e+05 1.098598e-01 1.772376e+05 4.000392e-02 3.143791e+05 7.095784e-02 1.995558e+05 4.504131e-02 1.394445e+00 3.147372e-07 1.281540e+01 2.892536e-06 0.000000e+00 0.000000e+00 1.927764e+02 4.351115e-05 
17 1.513088e+05 3.415158e-02 5.287627e+05 1.193459e-01 1.734293e+05 3.914436e-02 2.647904e+05 5.976527e-02 1.275423e+05 2.878731e-02 2.854523e+01 6.442885e-06 1.671437e+01 3.772564e-06 0.000000e+00 0.000000e+00 3.006868e+02 6.786739e-05 
18 1.529413e+05 3.452005e-02 5.376603e+05 1.213542e-01 5.994298e+02 1.352960e-04 2.676472e+05 6.041009e-02 1.485103e+05 3.351995e-02 5.246498e+01 1.184176e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.438963e+03 3.247852e-04 
19 5.790441e+04 1.306948e-02 1.265286e+05 2.855850e-02 6.878022e+01 1.552424e-05 1.013327e+05 2.287159e-02 1.484626e+05 3.350919e-02 7.466433e+00 1.685233e-06 0.000000e+00 0.000000e+00 5.759124e-01 1.299880e-07 1.438963e+03 3.247852e-04 
20 6.825704e+04 1.540615e-02 1.344072e+05 3.033677e-02 1.544033e+02 3.485005e-05 1.194498e+05 2.696077e-02 1.485367e+05 3.352590e-02 1.241999e+01 2.803290e-06 0.000000e+00 0.000000e+00 9.861754e+00 2.225876e-06 1.438963e+03 3.247852e-04 
