# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 2.127418e+05 2.740214e-02 7.044313e+05 9.073402e-02 1.700282e+04 2.190042e-03 3.722982e+05 4.795374e-02 2.701907e+05 3.480181e-02 4.733350e+03 6.096775e-04 6.429542e+00 8.281548e-07 1.353118e+00 1.742879e-07 2.392373e+03 3.081487e-04 
 1 1.464811e+05 1.886745e-02 6.493211e+05 8.363557e-02 3.999525e+03 5.151574e-04 2.563420e+05 3.301804e-02 2.585129e+05 3.329766e-02 4.061138e+03 5.230935e-04 3.541410e+00 4.561501e-07 0.000000e+00 0.000000e+00 2.390613e+03 3.079220e-04 
 2 1.684301e+05 2.169458e-02 6.670809e+05 8.592312e-02 4.920392e+03 6.337693e-04 2.947526e+05 3.796551e-02 2.581898e+05 3.325604e-02 3.973165e+03 5.117621e-04 4.276519e+00 5.508356e-07 0.000000e+00 0.000000e+00 2.390823e+03 3.079491e-04 
 3 1.632181e+05 2.102325e-02 6.707602e+05 8.639703e-02 7.330659e+04 9.442230e-03 2.856316e+05 3.679068e-02 1.315765e+05 1.694767e-02 4.458535e+03 5.742800e-04 3.408162e+01 4.389871e-06 0.000000e+00 0.000000e+00 5.469155e+02 7.044526e-05 
 4 5.685583e+06 7.323295e-01 9.755785e+06 1.256590e+00 8.605450e+06 1.108422e+00 9.949770e+06 1.281577e+00 8.669222e+06 1.116636e+00 9.564969e+04 1.232012e-02 1.527204e+04 1.967110e-03 9.775690e+04 1.259154e-02 1.584744e+04 2.041224e-03 
 5 4.470541e+04 5.758264e-03 1.586782e+05 2.043849e-02 5.278379e+05 6.798798e-02 7.823446e+04 1.007696e-02 5.471205e+05 7.047166e-02 9.183276e+02 1.182849e-04 7.620503e+02 9.815561e-05 8.898750e-01 1.146200e-07 1.049673e+03 1.352027e-04 
 6 2.325439e+05 2.995274e-02 6.741707e+05 8.683631e-02 0.000000e+00 0.000000e+00 4.069519e+05 5.241729e-02 3.078660e+05 3.965457e-02 4.469468e+03 5.756882e-04 0.000000e+00 0.000000e+00 1.255985e+01 1.617767e-06 2.896023e+03 3.730213e-04 
 7 2.581671e+05 3.325312e-02 6.915255e+05 8.907170e-02 0.000000e+00 0.000000e+00 4.517924e+05 5.819296e-02 3.078660e+05 3.965457e-02 4.607705e+03 5.934938e-04 0.000000e+00 0.000000e+00 5.163972e+01 6.651435e-06 2.896023e+03 3.730213e-04 
 8 2.371246e+05 3.054275e-02 6.765088e+05 8.713747e-02 0.000000e+00 0.000000e+00 4.149680e+05 5.344981e-02 3.078660e+05 3.965457e-02 4.702737e+03 6.057344e-04 0.000000e+00 0.000000e+00 2.721509e+01 3.505430e-06 2.896023e+03 3.730213e-04 
 9 1.551872e+05 1.998883e-02 6.648779e+05 8.563936e-02 0.000000e+00 0.000000e+00 2.715776e+05 3.498046e-02 3.078660e+05 3.965457e-02 4.190957e+03 5.398147e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.896023e+03 3.730213e-04 
