# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 2.897833e+05 4.689444e-02 7.110921e+05 1.150731e-01 3.598777e+04 5.823754e-03 5.071207e+05 8.206527e-02 3.140342e+05 5.081887e-02 4.409356e+03 7.135481e-04 8.578655e+00 1.388249e-06 2.468407e+02 3.994523e-05 2.531738e+03 4.097009e-04 
 1 2.068324e+05 3.347084e-02 6.460748e+05 1.045516e-01 1.210529e+04 1.958950e-03 3.619567e+05 5.857398e-02 2.872423e+05 4.648325e-02 3.689655e+03 5.970818e-04 6.149986e+00 9.952271e-07 7.361890e+00 1.191345e-06 2.527813e+03 4.090656e-04 
 2 2.246872e+05 3.636021e-02 6.593251e+05 1.066959e-01 1.463062e+04 2.367614e-03 3.932026e+05 6.363038e-02 2.875946e+05 4.654025e-02 3.750148e+03 6.068711e-04 6.573715e+00 1.063797e-06 2.501057e+01 4.047358e-06 2.528196e+03 4.091276e-04 
 3 2.157136e+05 3.490805e-02 6.625073e+05 1.072108e-01 6.628715e+04 1.072698e-02 3.774988e+05 6.108909e-02 1.911868e+05 3.093897e-02 3.990966e+03 6.458418e-04 4.582357e+01 7.415442e-06 1.378899e+01 2.231417e-06 1.024866e+03 1.658498e-04 
 4 3.935635e+06 6.368877e-01 6.698916e+06 1.084058e+00 5.477365e+06 8.863796e-01 6.887361e+06 1.114553e+00 5.523940e+06 8.939167e-01 6.565432e+04 1.062457e-02 4.442192e+03 7.188618e-04 6.727073e+04 1.088615e-02 5.367303e+03 8.685688e-04 
 5 5.203829e+04 8.421144e-03 1.565502e+05 2.533388e-02 4.022985e+05 6.510232e-02 9.106701e+04 1.473700e-02 5.008526e+05 8.105093e-02 7.933038e+02 1.283771e-04 2.749483e+02 4.449376e-05 1.660928e+01 2.687813e-06 1.182899e+03 1.914237e-04 
 6 2.727342e+05 4.413545e-02 7.035802e+05 1.138575e-01 8.821759e+01 1.427589e-05 4.772848e+05 7.723705e-02 4.077324e+05 6.598166e-02 4.730750e+03 7.655580e-04 0.000000e+00 0.000000e+00 1.282426e+02 2.075297e-05 3.498355e+03 5.661245e-04 
 7 2.918254e+05 4.722491e-02 7.077051e+05 1.145250e-01 0.000000e+00 0.000000e+00 5.106944e+05 8.264359e-02 4.077082e+05 6.597775e-02 4.374542e+03 7.079143e-04 0.000000e+00 0.000000e+00 1.963721e+02 3.177809e-05 3.498355e+03 5.661245e-04 
 8 2.687762e+05 4.349495e-02 6.854975e+05 1.109313e-01 0.000000e+00 0.000000e+00 4.703583e+05 7.611617e-02 4.077082e+05 6.597775e-02 4.370790e+03 7.073071e-04 0.000000e+00 0.000000e+00 1.268288e+02 2.052419e-05 3.498355e+03 5.661245e-04 
 9 2.101351e+05 3.400531e-02 6.555428e+05 1.060838e-01 0.000000e+00 0.000000e+00 3.677365e+05 5.950930e-02 4.077082e+05 6.597775e-02 3.748910e+03 6.066709e-04 0.000000e+00 0.000000e+00 9.834694e+00 1.591508e-06 3.498355e+03 5.661245e-04 
