# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
10 3.321577e+05 6.635030e-02 7.413733e+05 1.480933e-01 1.004697e+01 2.006937e-06 5.812760e+05 1.161130e-01 5.127266e+05 1.024199e-01 7.268414e+02 1.451905e-04 0.000000e+00 0.000000e+00 5.873099e+03 1.173183e-03 3.411532e-305 6.814720e-312 
11 2.028476e+05 4.051991e-02 5.140492e+05 1.026841e-01 2.782093e+05 5.557382e-02 3.549833e+05 7.090983e-02 2.577438e+05 5.148572e-02 3.049663e+02 6.091867e-05 1.929317e+02 3.853914e-05 2.452364e+03 4.898730e-04 0.000000e+00 0.000000e+00 
12 7.443054e+05 1.486790e-01 1.125521e+06 2.248288e-01 1.062335e+06 2.122073e-01 1.302535e+06 2.601883e-01 1.082051e+06 2.161455e-01 1.023856e+04 2.045207e-03 3.591261e+03 7.173737e-04 1.013611e+06 2.024743e-01 4.476388e-313 8.941600e-320 
13 1.618871e+06 3.233782e-01 2.819066e+06 5.631237e-01 2.646277e+06 5.286082e-01 2.833024e+06 5.659118e-01 2.671238e+06 5.335942e-01 2.856698e+04 5.706408e-03 8.922475e+03 1.782313e-03 2.806557e+06 5.606249e-01 0.000000e+00 0.000000e+00 
14 3.807812e+05 7.606311e-02 7.996408e+05 1.597326e-01 1.888428e+05 3.772237e-02 6.663671e+05 1.331104e-01 2.045009e+05 4.085017e-02 1.652799e+03 3.301556e-04 1.040924e+03 2.079302e-04 5.741744e+04 1.146945e-02 7.306770e-312 1.459569e-318 
15 6.131618e+05 1.224824e-01 1.120019e+06 2.237298e-01 2.736009e+04 5.465326e-03 1.073033e+06 2.143442e-01 5.106830e+05 1.020117e-01 6.753291e+03 1.349006e-03 4.877579e+00 9.743227e-07 6.182164e+05 1.234921e-01 7.324092e-312 1.463027e-318 
16 1.607474e+05 3.211017e-02 4.927290e+05 9.842529e-02 1.906643e+05 3.808623e-02 2.813080e+05 5.619280e-02 1.926705e+05 3.848698e-02 4.768954e+00 9.526243e-07 8.339575e+00 1.665875e-06 0.000000e+00 0.000000e+00 7.324413e-312 1.463091e-318 
17 1.205629e+05 2.408308e-02 5.675543e+05 1.133720e-01 1.864234e+05 3.723907e-02 2.109850e+05 4.214539e-02 1.030309e+05 2.058098e-02 9.411855e+01 1.880069e-05 1.814330e+01 3.624223e-06 0.000000e+00 0.000000e+00 2.181675e-318 0.000000e+00 
18 1.256422e+05 2.509771e-02 5.823025e+05 1.163181e-01 4.809326e+01 9.606890e-06 2.198738e+05 4.392099e-02 1.227157e+05 2.451313e-02 1.371506e+02 2.739657e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.082272e-309 4.159451e-316 
19 5.038671e+04 1.006502e-02 1.348944e+05 2.694590e-02 0.000000e+00 0.000000e+00 8.817674e+04 1.761378e-02 1.227214e+05 2.451427e-02 1.994298e+01 3.983718e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.757068e-318 0.000000e+00 
20 5.907840e+04 1.180123e-02 1.416988e+05 2.830511e-02 3.828939e+00 7.648512e-07 1.033872e+05 2.065215e-02 1.227209e+05 2.451417e-02 2.635133e+01 5.263822e-06 0.000000e+00 0.000000e+00 1.337982e+02 2.672691e-05 7.317327e-312 1.461673e-318 
21 1.548288e+05 3.092790e-02 6.374452e+05 1.273331e-01 1.625263e+04 3.246550e-03 2.709505e+05 5.412382e-02 1.262994e+05 2.522898e-02 2.839867e+02 5.672787e-05 1.257492e+00 2.511909e-07 0.000000e+00 0.000000e+00 3.403161e-305 6.797999e-312 
22 5.666704e+04 1.131955e-02 1.441151e+05 2.878776e-02 4.253991e+05 8.497576e-02 9.916733e+04 1.980921e-02 5.542156e+05 1.107076e-01 2.788319e+01 5.569817e-06 5.738135e+02 1.146224e-04 3.058102e+01 6.108725e-06 2.327120e-317 4.940656e-324 
23 1.096047e+06 2.189413e-01 1.960433e+06 3.916071e-01 2.266961e+06 4.528377e-01 1.918082e+06 3.831474e-01 2.216129e+06 4.426837e-01 1.917052e+04 3.829414e-03 1.877201e+04 3.749811e-03 1.748259e+06 3.492241e-01 7.308368e-312 1.459885e-318 
24 7.542810e+05 1.506717e-01 1.291807e+06 2.580454e-01 1.551514e+06 3.099233e-01 1.319992e+06 2.636755e-01 1.561675e+06 3.119530e-01 1.117793e+04 2.232851e-03 2.061947e+177 4.118851e+170 1.029322e+06 2.056126e-01 7.319243e-312 1.462059e-318 
25 1.392978e+05 2.782549e-02 4.542821e+05 9.074531e-02 1.229796e+05 2.456585e-02 2.437711e+05 4.869460e-02 2.188650e+05 4.371948e-02 2.325372e+02 4.645056e-05 2.218196e+01 4.430967e-06 0.000000e+00 0.000000e+00 3.411532e-305 6.814720e-312 
26 1.675508e+05 3.346918e-02 5.853757e+05 1.169320e-01 1.996046e+04 3.987210e-03 2.932139e+05 5.857106e-02 1.297043e+05 2.590914e-02 3.353885e+02 6.699567e-05 1.610303e+00 3.216667e-07 0.000000e+00 0.000000e+00 3.411532e-305 6.814720e-312 
27 1.328972e+05 2.654693e-02 6.499350e+05 1.298280e-01 2.547258e+03 5.088286e-04 2.325701e+05 4.645713e-02 1.214105e+05 2.425240e-02 2.096704e+02 4.188280e-05 6.919867e-02 1.382281e-08 0.000000e+00 0.000000e+00 7.306906e-312 1.459593e-318 
28 4.851583e+04 9.691299e-03 1.437189e+05 2.870862e-02 1.041769e+03 2.080991e-04 8.490269e+04 1.695977e-02 1.217967e+05 2.432956e-02 2.497591e+01 4.989074e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.757068e-318 0.000000e+00 
29 4.977186e+04 9.942199e-03 1.463595e+05 2.923611e-02 2.711538e+04 5.416444e-03 8.710076e+04 1.739885e-02 1.441921e+05 2.880315e-02 2.651054e+01 5.295623e-06 2.711883e+00 5.417133e-07 0.000000e+00 0.000000e+00 7.316860e-312 1.461585e-318 
30 2.207164e+05 4.408930e-02 5.735108e+05 1.145619e-01 2.664555e+05 5.322592e-02 3.862538e+05 7.715628e-02 2.804834e+05 5.602808e-02 2.848466e+01 5.689966e-06 3.964573e+01 7.919449e-06 0.000000e+00 0.000000e+00 5.817801e-318 0.000000e+00 
31 8.526975e+05 1.703309e-01 1.532464e+06 3.061179e-01 1.918490e+06 3.832289e-01 1.492221e+06 2.980792e-01 1.941162e+06 3.877577e-01 0.000000e+00 0.000000e+00 1.606452e+04 3.208975e-03 0.000000e+00 0.000000e+00 8.969110e-318 0.000000e+00 
