# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
10 3.551891e+05 7.620473e-02 6.718793e+05 1.441497e-01 3.555955e+01 7.629193e-06 6.215809e+05 1.333583e-01 4.816402e+05 1.033344e-01 6.937238e+02 1.488363e-04 0.000000e+00 0.000000e+00 3.300636e+02 7.081413e-05 4.597151e+03 9.863048e-04 
11 2.104340e+05 4.514797e-02 4.680738e+05 1.004238e-01 4.986578e+01 1.069855e-05 3.682594e+05 7.900894e-02 4.816773e+05 1.033424e-01 3.143990e+02 6.745336e-05 0.000000e+00 0.000000e+00 1.139931e+02 2.445688e-05 4.597151e+03 9.863048e-04 
12 3.509299e+05 7.529095e-02 6.712129e+05 1.440067e-01 0.000000e+00 0.000000e+00 6.141274e+05 1.317592e-01 4.819403e+05 1.033988e-01 7.342308e+02 1.575270e-04 0.000000e+00 0.000000e+00 3.498160e+02 7.505196e-05 4.619913e+03 9.911882e-04 
13 4.237895e+05 9.092274e-02 7.119343e+05 1.527433e-01 2.243251e+05 4.812826e-02 7.416316e+05 1.591148e-01 3.006686e+05 6.450754e-02 1.330340e+03 2.854203e-04 3.868523e+02 8.299799e-05 1.847493e+03 3.963739e-04 9.127864e+02 1.958355e-04 
14 2.138055e+06 4.587133e-01 3.736685e+06 8.016944e-01 3.491551e+06 7.491016e-01 3.741597e+06 8.027483e-01 3.497944e+06 7.504733e-01 3.699472e+04 7.937104e-03 3.434600e+04 7.368830e-03 3.717326e+04 7.975411e-03 3.447648e+04 7.396823e-03 
15 6.713536e+05 1.440369e-01 1.036462e+06 2.223698e-01 6.163211e+05 1.322298e-01 1.174869e+06 2.520645e-01 8.682482e+05 1.862800e-01 5.849410e+03 1.254973e-03 5.617352e+03 1.205186e-03 8.031713e+03 1.723180e-03 8.137229e+03 1.745818e-03 
16 1.825161e+05 3.915827e-02 4.920711e+05 1.055724e-01 1.878114e+05 4.029437e-02 3.194031e+05 6.852696e-02 2.143813e+05 4.599486e-02 9.550951e+00 2.049127e-06 1.337516e+01 2.869601e-06 0.000000e+00 0.000000e+00 1.974407e+02 4.236031e-05 
17 1.451047e+05 3.113177e-02 5.399546e+05 1.158456e-01 1.619594e+05 3.474789e-02 2.539332e+05 5.448060e-02 1.289878e+05 2.767393e-02 6.323958e+01 1.356786e-05 1.435332e+01 3.079461e-06 0.000000e+00 0.000000e+00 4.131926e+02 8.864922e-05 
18 1.480418e+05 3.176193e-02 5.498881e+05 1.179768e-01 3.160348e+02 6.780430e-05 2.590732e+05 5.558337e-02 1.388077e+05 2.978077e-02 1.028419e+02 2.206441e-05 2.264536e-01 4.858492e-08 0.000000e+00 0.000000e+00 1.390121e+03 2.982463e-04 
19 4.922604e+04 1.056130e-02 1.231567e+05 2.642289e-02 1.568210e+01 3.364546e-06 8.614557e+04 1.848227e-02 1.387734e+05 2.977341e-02 8.104764e+00 1.738853e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.397687e+03 2.998695e-04 
20 5.618650e+04 1.205464e-02 1.279736e+05 2.745635e-02 2.603623e+01 5.585993e-06 9.832637e+04 2.109562e-02 1.387594e+05 2.977041e-02 1.033538e+01 2.217425e-06 0.000000e+00 0.000000e+00 4.087119e-01 8.768790e-08 1.390121e+03 2.982463e-04 
21 1.735367e+05 3.723177e-02 5.990849e+05 1.285318e-01 3.070339e+04 6.587319e-03 3.036892e+05 6.515560e-02 1.448999e+05 3.108784e-02 2.382747e+02 5.112112e-05 2.443752e+00 5.242995e-07 0.000000e+00 0.000000e+00 1.306648e+03 2.803373e-04 
22 5.421715e+04 1.163212e-02 1.301788e+05 2.792946e-02 3.451029e+05 7.404078e-02 9.488001e+04 2.035622e-02 4.625189e+05 9.923202e-02 1.087096e+01 2.332330e-06 2.535037e+02 5.438846e-05 0.000000e+00 0.000000e+00 6.051269e+02 1.298281e-04 
23 8.207444e+05 1.760882e-01 1.427322e+06 3.062276e-01 1.597530e+06 3.427453e-01 1.436303e+06 3.081544e-01 1.574942e+06 3.378990e-01 1.276029e+04 2.737681e-03 8.463271e+03 1.815769e-03 1.167614e+04 2.505080e-03 8.292377e+03 1.779104e-03 
24 5.933245e+05 1.272960e-01 9.969963e+05 2.139025e-01 1.105515e+06 2.371849e-01 1.038318e+06 2.227679e-01 1.119500e+06 2.401854e-01 7.193753e+03 1.543398e-03 5.820531e+03 1.248777e-03 6.572225e+03 1.410051e-03 5.879114e+03 1.261346e-03 
25 1.417121e+05 3.040391e-02 4.224938e+05 9.064475e-02 1.202919e+05 2.580827e-02 2.479962e+05 5.320684e-02 2.156202e+05 4.626067e-02 1.849553e+02 3.968159e-05 1.993091e+01 4.276115e-06 0.000000e+00 0.000000e+00 1.066852e+03 2.288899e-04 
26 1.708351e+05 3.665215e-02 5.442302e+05 1.167629e-01 3.205809e+04 6.877966e-03 2.989614e+05 6.414126e-02 1.409794e+05 3.024671e-02 2.528853e+02 5.425577e-05 3.287786e+00 7.053844e-07 0.000000e+00 0.000000e+00 1.212689e+03 2.601788e-04 
27 1.542678e+05 3.309769e-02 6.156837e+05 1.320931e-01 9.648996e+03 2.070163e-03 2.699687e+05 5.792096e-02 1.346699e+05 2.889302e-02 2.260991e+02 4.850888e-05 1.369603e+00 2.938442e-07 0.000000e+00 0.000000e+00 1.331104e+03 2.855843e-04 
28 4.755781e+04 1.020338e-02 1.320800e+05 2.833736e-02 2.428370e+03 5.209993e-04 8.322618e+04 1.785592e-02 1.346860e+05 2.889647e-02 1.505066e+01 3.229074e-06 3.071592e-01 6.590006e-08 0.000000e+00 0.000000e+00 1.331038e+03 2.855701e-04 
29 4.856711e+04 1.041993e-02 1.346571e+05 2.889027e-02 4.077827e+04 8.748854e-03 8.499244e+04 1.823487e-02 1.636267e+05 3.510561e-02 1.445434e+01 3.101134e-06 3.681553e+00 7.898659e-07 0.000000e+00 0.000000e+00 1.198640e+03 2.571647e-04 
30 2.276128e+05 4.883363e-02 5.553609e+05 1.191510e-01 2.269209e+05 4.868520e-02 3.983223e+05 8.545884e-02 2.597556e+05 5.572977e-02 5.931388e+01 1.272561e-05 3.362421e+01 7.213972e-06 0.000000e+00 0.000000e+00 1.902443e+02 4.081634e-05 
31 6.286248e+05 1.348695e-01 1.128233e+06 2.420589e-01 1.433955e+06 3.076508e-01 1.100093e+06 2.360217e-01 1.453312e+06 3.118037e-01 0.000000e+00 0.000000e+00 7.633738e+03 1.637795e-03 0.000000e+00 0.000000e+00 7.677934e+03 1.647277e-03 
