# Channel Old_Q Old_C 1WfSliding_Q 1WfSliding_C 1WfSlidingCMN_Q 1WfSlidingCMN_C 1WfFixed_Q 1WfFixed_C 1WfFixedCMN_Q 1WfFixedCMN_C CumSliding_Q CumSliding_C CumSlidingCMN_Q CumSlidingCMN_C CumFixed_Q CumFixed_C CumFixedCMN_Q CumFixedCMN_C 
 0 4.806795e+05 1.353951e-01 7.716322e+05 2.173489e-01 2.456455e+04 6.919201e-03 8.411891e+05 2.369413e-01 6.095912e+05 1.717062e-01 2.269631e+03 6.392965e-04 6.181344e+00 1.741126e-06 3.856873e+03 1.086382e-03 6.203146e+03 1.747267e-03 
 1 3.972065e+05 1.118829e-01 6.693252e+05 1.885317e-01 1.263704e+04 3.559528e-03 6.951115e+05 1.957950e-01 5.939551e+05 1.673019e-01 8.191786e+02 2.307415e-04 5.005335e+00 1.409874e-06 1.325926e+03 3.734792e-04 6.201243e+03 1.746731e-03 
 2 4.352899e+05 1.226100e-01 7.042167e+05 1.983597e-01 1.444298e+04 4.068217e-03 7.617574e+05 2.145675e-01 5.991479e+05 1.687646e-01 1.358657e+03 3.826986e-04 5.388194e+00 1.517716e-06 2.371784e+03 6.680706e-04 6.201902e+03 1.746916e-03 
 3 4.125242e+05 1.161975e-01 6.909621e+05 1.946262e-01 0.000000e+00 0.000000e+00 7.219174e+05 2.033455e-01 6.709975e+05 1.890027e-01 9.526937e+02 2.683493e-04 0.000000e+00 0.000000e+00 1.542085e+03 4.343657e-04 7.189734e+03 2.025163e-03 
 4 3.612298e+05 1.017492e-01 6.457352e+05 1.818870e-01 0.000000e+00 0.000000e+00 6.321522e+05 1.780610e-01 6.709975e+05 1.890027e-01 5.955467e+02 1.677502e-04 0.000000e+00 0.000000e+00 8.580955e+02 2.417034e-04 7.189734e+03 2.025163e-03 
 5 1.329132e+05 3.743824e-02 2.525802e+05 7.114535e-02 3.865363e+05 1.088773e-01 2.325982e+05 6.551692e-02 3.354073e+05 9.447562e-02 1.427876e+02 4.021958e-05 1.291606e+02 3.638122e-05 3.040638e+02 8.564696e-05 1.047602e+03 2.950825e-04 
 6 4.241959e+05 1.194851e-01 7.414134e+05 2.088371e-01 1.080877e+05 3.044553e-02 7.423428e+05 2.090989e-01 1.640641e+05 4.621264e-02 1.495881e+03 4.213512e-04 5.916205e+01 1.666443e-05 1.873476e+03 5.277100e-04 1.034198e+03 2.913069e-04 
 7 5.203000e+05 1.465551e-01 8.092846e+05 2.279546e-01 1.720461e+05 4.846095e-02 9.105250e+05 2.564715e-01 3.066226e+05 8.636769e-02 2.666543e+03 7.510966e-04 1.286209e+02 3.622919e-05 4.740383e+03 1.335244e-03 1.179474e+03 3.322274e-04 
 8 4.873094e+05 1.372625e-01 7.816807e+05 2.201793e-01 1.414736e+05 3.984946e-02 8.527915e+05 2.402094e-01 2.509664e+05 7.069077e-02 2.305790e+03 6.494816e-04 9.121950e+01 2.569419e-05 3.866724e+03 1.089157e-03 1.124323e+03 3.166927e-04 
 9 1.591200e+06 4.482000e-01 2.763296e+06 7.783495e-01 2.086022e+06 5.875787e-01 2.784599e+06 7.843500e-01 2.150569e+06 6.057599e-01 2.825835e+04 7.959651e-03 1.767096e+03 4.977454e-04 2.854410e+04 8.040138e-03 2.747752e+03 7.739709e-04 
