0	 	1.12401
1	 	1.13855
2	 	1.23584
3	 	0.90709
4	 	0.920208
5	 	1.43163
6	 	0.975246
7	 	1.55111
8	 	1.1883
9	 	1.15333
10	 	1.10832
11	 	1.12086
12	 	1.50788
13	 	0.889961
14	 	2.19168
15	 	1.49553
16	 	1.13602
17	 	1.4745
18	 	1.09795
19	 	1.0417
20	 	1.39288
21	 	1.23933
22	 	2.48516
23	 	1.16167
24	 	1.03702
25	 	1.25873
26	 	1.06889
27	 	1.08182
28	 	1.06857
29	 	1.13021
30	 	1.06463
31	 	0.925267
32	 	1.03078
33	 	1.0012
34	 	1.04321
35	 	1.34321
36	 	1.28639
37	 	1.2608
38	 	1.20457
39	 	1.02799
40	 	1.1917
41	 	1.32446
42	 	1.06227
43	 	1.25501
44	 	1.33377
45	 	1.34068
46	 	1.90241
47	 	1.14984
48	 	1.12369
49	 	1.07207
50	 	1.07967
51	 	1.62303
52	 	1.70001
53	 	1.61768
54	 	1.1825
55	 	1.1667
56	 	1.13503
57	 	1.11634
58	 	1.85745
59	 	1.14919
60	 	1.83234
61	 	1.48704
62	 	1.15159
63	 	0.832342
64	 	2.1236
65	 	1.12893
66	 	1.00757
67	 	1.29226
68	 	1.55083
69	 	0.948376
70	 	1.30329
71	 	0.907355
72	 	1.05345
73	 	1.10773
74	 	1.15984
75	 	1.09583
76	 	1.19617
77	 	0.981174
78	 	1.02454
79	 	1.41989
80	 	1.13286
81	 	1.13286
82	 	1.13286
83	 	1.13286
84	 	1.13286
85	 	1.13286
86	 	1.13286
87	 	1.13286
88	 	1.13286
89	 	1.13286
90	 	1.13286
91	 	1.13286
92	 	1.13286
93	 	1.13286
94	 	1.13286
95	 	1.13286
