2103029		12	0   	14     	00   
2103175		13	0   	14     	01   
2103196		14	0   	14     	02   
2105164		9	1   	14     	03   
2105194		10	1   	14     	04   
2105146		11	1   	14     	05   
2104100		12	1   	14     	06   
2105086		13	1   	14     	07   
2104068		7	2   	14     	08   
2103100		8	2   	14     	09   
2103113		9	2   	14     	10   
2104085		10	2   	14     	11   
2104102		11	2   	14     	12   
2104089		12	2   	14     	13   
2104104		13	2   	14     	14   
2104072		14	2   	14     	15   
2103104		5	3   	14     	16   
2103162		6	3   	14     	17   
2104017		7	3   	14     	18   
2104035		8	3   	14     	19   
2103062		9	3   	14     	20   
2104007		10	3   	14     	21   
2103067		11	3   	14     	22   
2104025		12	3   	14     	23   
2103139		13	3   	14     	24   
2103174		4	4   	14     	25   
2103194		5	4   	14     	26   
2104024		6	4   	14     	27   
2104023		7	4   	14     	28   
2103186		8	4   	14     	29   
2104003		9	4   	14     	30   
2104021		10	4   	15     	00   
2103190		11	4   	15     	01   
2104078		12	4   	15     	02   
2103023		13	4   	15     	03   
2104074		14	4   	15     	04   
2103172		3	5   	15     	05   
2104014		4	5   	15     	06   
2103007		5	5   	15     	07   
2103161		6	5   	15     	08   
2103133		7	5   	15     	09   
2104077		8	5   	15     	10   
2103110		9	5   	15     	11   
2105160		10	5   	15     	12   
2103005		11	5   	15     	13   
2104049		12	5   	15     	14   
2103101		13	5   	15     	15   
2105155		3	6   	15     	16   
2105143		4	6   	15     	17   
2104030		5	6   	15     	18   
2105172		6	6   	15     	19   
2103152		7	6   	15     	20   
2103108		8	6   	15     	21   
2105125		9	6   	15     	22   
2105122		10	6   	15     	23   
2104073		11	6   	15     	24   
2104054		12	6   	15     	25   
2104048		13	6   	15     	26   
2103124		14	6   	15     	27   
2105128		2	7   	15     	28   
2105158		3	7   	15     	29   
2105167		4	7   	15     	30   
2105181		5	7   	15     	31   
2105149		6	7   	16     	00   
2103176		7	7   	16     	01   
2105169		8	7   	16     	02   
2104101		9	7   	16     	03   
2103191		10	7   	16     	04   
2103179		11	7   	16     	05   
2105152		12	7   	16     	06   
2103189		13	7   	16     	07   
2103051		2	8   	16     	08   
2103147		3	8   	16     	09   
2105232		4	8   	16     	10   
2104031		5	8   	16     	11   
2105215		6	8   	16     	12   
2105104		7	8   	16     	13   
2104055		8	8   	16     	14   
2104039		9	8   	16     	15   
2105206		10	8   	16     	16   
2105209		11	8   	16     	17   
2104092		12	8   	16     	18   
2104095		13	8   	16     	19   
2104033		14	8   	16     	20   
2103146		1	9   	16     	21   
2105151		2	9   	16     	22   
2105178		3	9   	16     	23   
2105118		4	9   	16     	24   		
2103183		5	9   	16     	25   
2105132		6	9   	16     	26   
2105106		7	9   	16     	27   
2105162		8	9   	16     	28   
2105239		9	9   	16     	29   
2103114		10	9   	16     	30   
2105121		11	9   	16     	31   
2105228		12	9   	17     	01   
2104096		13	9   	17     	02   
2105133		1	10  	17     	03   
2104109		2	10  	17     	04   
2105081		3	10  	17     	05   
2105072		4	10  	17     	06   
2105083		5	10  	17     	07   
2105070		6	10  	17     	08   
2105091		7	10  	17     	09   
2105078		8	10  	17     	10   
2105071		9	10  	17     	11   
2104093		10	10  	17     	12   
2105111		11	10  	17     	13   
2105096		12	10  	17     	14   
2104051		13	10  	17     	15   
2105082		14	10  	17     	16   
2105222		1	11  	17     	17   
2105138		2	11  	17     	18   
2105120		3	11  	17     	19   
2105099		4	11  	17     	20   
2105049		5	11  	17     	21   
2105036		6	11  	17     	22   
2105201		7	11  	17     	23   
2104044		8	11  	17     	24   
2105180		9	11  	17     	25   
2104113		10	11  	17     	26   
2105166		11	11  	17     	27   
2105182		12	11  	17     	28   
2105147		13	11  	17     	29   
2105069		0	12  	17     	30   
2105087		1	12  	17     	31   
2104103		2	12  	18     	01   
2105007		3	12  	18     	02   
2105062		4	12  	18     	03   
2105059		5	12  	18     	04   
2105028		6	12  	18     	05   
2105066		7	12  	18     	06   
2105043		8	12  	18     	07   
2105045		9	12  	18     	08   
2105033		10	12  	18     	09   
2105032		11	12  	18     	10   
2105034		0	13  	18     	11   
2105042		1	13  	18     	12   
2105192		2	13  	18     	13   
2105073		3	13  	18     	14   
2105197		4	13  	18     	15   
2105019		5	13  	18     	16   
2105020		6	13  	18     	17   
2103009		7	13  	18     	18   
2105015		8	13  	18     	19   
2105193		9	13  	18     	20   
2103072		10	13  	18     	21   
2105186		11	13  	18     	22   
