=== X calibration coefficients ===
cX[1] = 0.920376,0.0713518
cX[2] = 1.66786,0.363926
cX[3] = 1.28746,0.0935439
cX[4] = 1.04878,0.0478066
cX[5] = -0.0965975,0.167618
cX[6] = 0.630187,0.0570314
cX[7] = 2.47418,0.372348
cX[8] = -1.02132,0.30967
cX[9] = -2.98556,0.718895
cX[10] = 4.6147,0.776682
cX[11] = 5.19056,0.917372
cX[12] = -6.80365,1.48362
cX[13] = -3.05641,0.812627
cX[14] = 17.4602,3.43488
